,Name,Age,Overall,Potential,Special,Nationality,Club
6404,V. Salazar,23,69,75,1763,Argentina,Rosario Central
6405,V. Salazar,23,69,75,1763,Argentina,Rosario Central
6406,L. Sam,31,69,69,1756,Ghana,DC United
6407,José Juan,37,69,69,1217,Spain,CD Lugo
6408,D. Watmore,22,69,78,1708,England,Sunderland
6409,A. Ferrari,22,69,76,1650,Italy,Hellas Verona
6410,R. Zapata,37,69,69,1169,Colombia,Independiente Santa Fe
6411,O. Atzili,22,69,74,1689,Israel,Granada CF
6412,D. Boyata,25,69,70,1516,Belgium,Celtic
6413,A. Correa,31,69,69,1458,Colombia,Atlético Huila
6414,A. Hunou,22,69,77,1817,France,Stade Rennais FC
6415,M. Barbieri,25,69,70,1696,Argentina,Belgrano de Córdoba
6416,T. Guerbert,27,69,69,1858,France,Clermont Foot 63
6417,Flávio Rebeilo,24,69,69,1768,Brazil,São Paulo
6418,O. Vaněk,25,69,70,1932,Czech Republic,FC Ufa
6419,M. Caballero,21,69,80,1651,Paraguay,CD Palestino
6420,J. Pi,22,69,74,1812,France,Toulouse Football Club
6421,R. Bentancur,19,69,83,1760,Uruguay,Boca Juniors
6423,M. Delgado,21,69,75,1867,United States,Toronto FC
6424,J. López,27,69,70,1371,Colombia,Independiente Santa Fe
6425,F. Martin,26,69,69,1794,France,FC Sochaux-Montbéliard
6426,S. Cuthbert,29,69,69,1457,Scotland,Luton Town
6427,D. Kikuchi,25,69,69,1700,Japan,Urawa Red Diamonds
6428,J. Zimmermann,31,69,69,1104,Germany,TSV 1860 München
6429,H. Radetinac,30,69,69,1649,Serbia,Djurgårdens IF
6430,C. Quintero,27,69,69,1872,Colombia,Deportes Tolima
6431,K. Stöger,22,69,75,1703,Austria,VfL Bochum 1848
6432,M. Mikić,36,69,69,1792,Croatia,Sanfrecce Hiroshima
6433,R. Depetris,26,69,69,1685,Argentina,Club Atlético Sarmiento
6434,C. Zaccardo,34,69,69,1734,Italy,Vicenza
6435,F. Tardieu,24,69,75,1822,France,FC Sochaux-Montbéliard
6436,B. Khuzwayo,26,69,71,1081,South Africa,Kaizer Chiefs
6437,R. Loaiza,22,69,77,1730,Colombia,Atlético Nacional
6438,C. Rigamonti,29,69,69,1120,Argentina,Quilmes Atlético Club
6439,S. Clark,30,69,69,1106,United States,DC United
6440,J. Fuentes,21,69,79,1799,Chile,CD O'Higgins
6441,R. Pich,27,69,69,1659,Slovakia,Śląsk Wrocław
6442,L. Palun,27,69,69,1802,Gabon,Red Star FC
6443,E. Marcondes,21,69,79,1718,Denmark,FC Nordsjælland
6444,G. Ward,21,69,76,1860,England,Ipswich Town
6445,K. Matmour,31,69,69,1715,Algeria,TSV 1860 München
6446,E. Lugo,31,69,69,1773,Mexico,Querétaro
6447,M. Lajud,22,69,75,1119,Mexico,Club Tijuana
6448,C. Cuevas,21,69,77,1867,Chile,Sint-Truidense VV
6449,C. Morales,36,69,69,1943,Mexico,Monarcas Morelia
6450,J. Torres,28,69,69,1943,United States,Tigres U.A.N.L.
6451,P. Mlapa,25,69,72,1716,Germany,VfL Bochum 1848
6452,V. Luchkevych,20,69,76,1775,Ukraine,Standard de Liège
6453,T. Kirschbaum,29,69,69,1011,Germany,1. FC Nürnberg
6454,S. Eriksson,27,69,69,1837,Sweden,IFK Göteborg
6455,Z. Ondrášek,27,69,69,1662,Czech Republic,Wisła Kraków
6456,André Santos,27,69,69,1893,Portugal,FC Arouca
6457,A. Pintér,28,69,69,1689,Hungary,SpVgg Greuther Fürth
6458,Q. Bernard,26,69,69,1756,France,Stade Brestois 29
6459,L. Rey,36,69,69,1700,Colombia,Monarcas Morelia
6460,Y. Buyens,28,69,69,1942,Belgium,KVC Westerlo
6461,Guille Donoso,20,69,77,1672,Spain,Córdoba CF
6462,L. Novak,27,69,69,1829,England,Charlton Athletic
6463,M. Trotta,23,69,74,1654,Italy,Crotone
6464,M. Pigliacelli,23,69,77,1156,Italy,Trapani
6465,J. Vargas,18,69,84,1787,Chile,Estudiantes de La Plata
6466,J. Vargas,18,69,84,1787,Chile,Estudiantes de La Plata
6467,B. van Polen,30,69,69,1774,Netherlands,PEC Zwolle
6468,Olavide,20,69,78,1736,Spain,CA Osasuna
6469,F. Brorsson,20,69,76,1543,Sweden,Malmö FF
6470,K. Agalarov,28,69,69,1746,Russia,FC Anzhi Makhachkala
6471,J. Aguirre,29,69,69,1772,Colombia,Junior FC
6472,J. Andersen,20,69,76,1624,Denmark,FC Twente
6473,Fran Beltrán,17,69,79,1779,Spain,Rayo Vallecano
6474,C. Schneuwly,28,69,69,1787,Switzerland,FC Luzern
6475,M. Dalé,30,69,69,1595,France,AS Nancy Lorraine
6476,F. Përdedaj,24,69,72,1824,Kosovo,TSV 1860 München
6478,L. Garritano,22,69,77,1678,Italy,Cesena
6479,F. Márquez,28,69,69,1732,Argentina,Belgrano de Córdoba
6480,E. Konyukhov,29,69,69,1134,Russia,Krylya Sovetov Samara
6481,V. Muriqi,22,69,77,1525,Kosovo,Gençlerbirliği SK
6482,K. Watanabe,29,69,69,1694,Japan,Vissel Kobe
6483,R. Bennett,26,69,70,1316,England,Norwich City
6484,J. Bennett,26,69,70,1753,England,Cardiff City
6485,P. Valdivia,28,69,69,1841,France,Sint-Truidense VV
6486,J. Green,21,69,76,1663,United States,VfB Stuttgart
6487,J. Reina,27,69,69,1757,Colombia,Deportivo Pasto
6488,J. Toral,21,69,76,1765,Spain,Rangers FC
6489,F. Vargas,36,69,69,1916,Colombia,La Equidad
6490,F. Al Ansari,29,69,69,1769,Kuwait,Al Ittihad
6491,R. Mirzov,23,69,73,1741,Russia,Terek Grozny
6492,G. Rodríguez,31,69,69,1856,Mexico,Monarcas Morelia
6493,Éder,29,69,69,1641,Brazil,Jeonbuk Hyundai Motors
6494,D. Chouchoumis,21,69,77,1835,Greece,Panathinaikos FC
6495,E. Bennett,27,69,69,1811,Jamaica,Blackburn Rovers
6496,T. Qalinge,24,69,70,1616,South Africa,Orlando Pirates
6497,I. Jebali,24,69,74,1719,Tunisia,IF Elfsborg
6498,S. Lowry,27,69,71,1654,Australia,Perth Glory
6499,T. Schrammel,28,69,69,1841,Austria,SK Rapid Wien
6500,S. Domínguez,35,69,69,1628,Argentina,Newell's Old Boys
6501,A. Lukse,28,69,70,1089,Austria,SCR Altach
6502,Javi Álamo,27,69,69,1794,Spain,UD Almería
6503,D. Monsalve,32,69,69,1368,Colombia,Once Caldas
6504,J. Absalonsen,30,69,69,1813,Denmark,SønderjyskE
6505,Xavier,23,69,71,1671,Portugal,Clube Sport Marítimo
6506,Brian,22,69,78,1832,Spain,Cádiz CF
6507,V. Angban,19,69,77,1741,Ivory Coast,Granada CF
6508,I. Etevenaux,26,69,69,1750,Argentina,Belgrano de Córdoba
6509,A. Głowacki,37,69,69,1651,Poland,Wisła Kraków
6510,J. De la Cuesta,33,69,69,1670,Colombia,Once Caldas
6511,A. Lang,23,69,74,1595,Hungary,Dijon FCO
6512,B. Nastić,21,69,75,1707,Serbia,KRC Genk
6513,E. Barco,17,69,88,1617,Argentina,Independiente
6514,A. Karabulut,28,69,69,1774,Turkey,Gençlerbirliği SK
6515,J. Spearing,27,69,69,1981,England,Bolton Wanderers
6516,S. Kittel,23,69,75,1710,Germany,FC Ingolstadt 04
6517,F. Bachirou,26,69,70,1842,Comoros,Östersunds FK
6518,L. Pittinari,24,69,74,1819,Argentina,Atlético de Rafaela
6519,K. Karami,26,69,69,1753,Netherlands,Excelsior
6520,J. Le Moigne,33,69,69,1791,France,GFC Ajaccio
6521,R. Faty,29,69,69,1726,Senegal,Bursaspor
6522,F. Espíndola,31,69,69,1821,Argentina,Club Necaxa
6523,L. Palmer,24,69,72,1881,Scotland,Sheffield Wednesday
6524,R. Lemaître,33,69,69,1812,France,En Avant de Guingamp
6525,A. Traustason,23,69,74,1831,Iceland,SK Rapid Wien
6526,M. Sifakis,31,69,69,1058,Greece,KV Kortrijk
6527,M. Sifakis,31,69,69,1058,Greece,KV Kortrijk
6528,E. Ersoy,19,69,82,1492,Turkey,Bursaspor
6529,R. Nouri,31,69,69,1735,France,AC Ajaccio
6530,Aníbal Capela,25,69,73,1498,Portugal,Rio Ave FC
6531,Joan Román,23,69,75,1770,Spain,Śląsk Wrocław
6532,B. Sharp,30,69,69,1772,England,Sheffield United
6533,Emidio Hoffman,32,69,69,1674,Brazil,São Paulo
6534,P. Retsos,17,69,82,1594,Greece,Olympiacos CFP
6535,H. Stengel,20,69,77,1839,Norway,Vålerenga Fotball
6536,V. Krotov,23,69,75,1808,Russia,FC Ufa
6537,Y. Namli,22,69,76,1642,Denmark,SC Heerenveen
6538,Jair Amador,26,69,70,1510,Portugal,SD Huesca
6539,D. Benlamri,26,69,72,1490,Algeria,Al Shabab
6540,N. Bellomo,25,69,71,1846,Italy,Vicenza
6541,J. Cavallaro,22,69,77,1686,Argentina,Estudiantes de La Plata
6542,U. Luna,22,69,78,1689,Mexico,Patriotas Boyacá FC
6543,B. Pitman,28,69,69,1769,England,Ipswich Town
6544,Yun Suk Young,26,69,69,1906,Korea Republic,Kashiwa Reysol
6545,S. Thern,23,69,74,1804,Sweden,AIK
6546,M. Herrera,24,69,73,1731,Argentina,Club Atlético Lanús
6547,Raphael Guzzo,21,69,80,1849,Portugal,CF Reus Deportiu
6548,J. Emmanuel-Thomas,25,69,70,1739,England,Queens Park Rangers
6549,F. Fedato,23,69,74,1726,Italy,Carpi
6550,E. Kaş,24,69,72,1906,Turkey,Kayserispor
6551,L. Balbi,27,69,69,1796,Argentina,Real Valladolid CF
6552,P. Muñoz,30,69,69,1626,Chile,CD O'Higgins
6554,Luis Felipe,25,69,71,1834,Brazil,Vitória de Setúbal
6555,A. Bonnet,29,69,69,1740,France,Le Havre AC
6556,N. Daghfous,29,69,69,1908,Tunisia,FC Würzburger Kickers
6557,M. Aleksandrov,27,69,69,1698,Bulgaria,Arsenal Tula
6558,J. Makoun,33,69,69,1863,Cameroon,Antalyaspor
6559,K. Zohore,22,69,76,1476,Denmark,Cardiff City
6560,A. Appindangoye,24,69,73,1655,Gabon,Stade Lavallois Mayenne FC
6561,E. Cirigliano,24,69,75,1864,Argentina,Atlético Tucumán
6562,R. Živković,19,69,77,1653,Netherlands,FC Utrecht
6563,C. Cisneros,22,69,75,1721,Mexico,Guadalajara
6564,T. van Weert,26,69,70,1601,Netherlands,FC Groningen
6565,A. Crofts,32,69,69,1876,Wales,Charlton Athletic
6566,A. Bruce,31,69,69,1483,Northern Ireland,Wigan Athletic
6567,D. Soddimo,28,69,69,1655,Italy,Frosinone
6568,A. Ienaga,30,69,69,1806,Japan,Kawasaki Frontale
6569,A. Maund,25,69,69,1533,United States,Vancouver Whitecaps FC
6570,J. Pérez,27,69,69,1720,Colombia,Atlético Bucaramanga
6571,A. Le Fondre,29,69,69,1720,England,Bolton Wanderers
6572,C. González,19,69,75,1632,Uruguay,Sevilla Atlético
6573,B. Darri,21,69,75,1663,Netherlands,Heracles Almelo
6574,D. Bilyaletdinov,31,69,69,1814,Russia,Rubin Kazan
6575,M. Čovilo,30,69,69,1727,Serbia,Cracovia
6576,C. Cortés,32,69,69,1767,Chile,Audax Italiano
6577,V. Muratori,28,69,69,1618,France,AS Nancy Lorraine
6578,B. Barry,36,69,69,1184,Ivory Coast,Sporting Lokeren
6579,D. Furman,23,69,72,1840,Poland,Wisła Płock
6580,Unai Medina,26,69,70,1848,Spain,CD Numancia
6581,D. Lachman,26,69,70,1651,Curacao,Willem II
6582,F. Starzyński,25,69,72,1786,Poland,Zagłębie Lubin
6583,João Meira,29,69,69,1441,Portugal,Chicago Fire
6584,F. Sbuttoni,27,69,69,1353,Argentina,Sagan Tosu
6585,Caio Padricio,32,69,69,1033,Brazil,Criciúma
6586,Cristian Herrera,25,69,72,1729,Spain,Girona FC
6587,D. Sciaudone,27,69,69,1853,Italy,Spezia
6588,D. Sciaudone,27,69,69,1853,Italy,Spezia
6589,O. Benítez,23,69,74,1854,Argentina,Boca Juniors
6590,R. Rotman,27,69,70,1941,Slovenia,Kayserispor
6591,E. Yao Guy,20,69,79,1521,Ivory Coast,Inter
6592,A. Reyna,31,69,69,1791,Mexico,Tiburones Rojos de Veracruz
6593,L. Gassama,26,69,69,1751,Senegal,Alanyaspor
6594,S. Ganvoula,20,69,79,1604,Congo,KVC Westerlo
6595,M. Donadel,33,69,69,1856,Italy,Montreal Impact
6596,J. Fleck,24,69,72,1926,Scotland,Sheffield United
6597,A. Kačaniklić,24,69,70,1704,Sweden,FC Nantes
6598,Jorge Teixeira,29,69,69,1728,Portugal,Charlton Athletic
6599,N. Marsman,25,69,74,1099,Netherlands,FC Twente
6600,Nathan Júnior,27,69,69,1680,Brazil,Al Fateh
6601,D. Delarge,26,69,69,1624,Congo,Osmanlıspor
6602,E. Oztumer,25,69,72,1723,England,Walsall
6603,O. Oularé,20,69,78,1559,Belgium,Willem II
6604,M. Jurman,26,69,69,1549,Australia,Suwon Samsung Bluewings
6605,D. Callà,31,69,69,1787,Switzerland,FC Basel 1893
6606,L. Woudenberg,22,69,74,1683,Netherlands,Feyenoord
6607,R. Elliot,30,69,69,1120,Republic of Ireland,Newcastle United
6608,J. Ramaré,32,69,69,1792,France,FC Sochaux-Montbéliard
6609,A. Merkel,24,69,73,1824,Kazakhstan,VfL Bochum 1848
6611,Eguaras,24,69,73,1864,Spain,CD Mirandés
6612,S. Berge,18,69,82,1805,Norway,KRC Genk
6613,Cedrick,24,69,72,1760,DR Congo,UCAM Murcia CF
6614,D. Bulthuis,26,69,71,1421,Netherlands,1. FC Nürnberg
6615,J. Choplin,31,69,69,1631,France,Chamois Niortais Football Club
6616,Minhoca,28,69,69,1728,Portugal,FC Paços de Ferreira
6617,D. Braaten,34,69,69,1891,Norway,SK Brann
6618,Christian,27,69,69,1789,Brazil,FC Paços de Ferreira
6619,N. Ibáñez,23,69,74,1652,Argentina,Gimnasia y Esgrima La Plata
6620,M. Pinto,32,69,69,1352,Chile,CD O'Higgins
6621,D. Pudil,30,69,69,1916,Czech Republic,Sheffield Wednesday
6622,S. Prediger,29,69,69,1980,Argentina,Newell's Old Boys
6623,I. Mathew,19,68,80,1866,Nigeria,Lillestrøm SK
6624,S. Diarra,32,68,68,1754,Mali,Valenciennes FC
6625,T. Blackett,22,68,77,1760,England,Reading
6626,Park Chu Young,30,68,68,1814,Korea Republic,FC Seoul
6627,K. Buchanan,25,68,71,1627,South Africa,Kaizer Chiefs
6628,G. Stewart,26,68,68,1634,Scotland,Birmingham City
6629,Aleix Febas,20,68,82,1779,Spain,Real Madrid
6630,Villalibre,18,68,80,1644,Spain,CD Numancia
6631,M. Grün,29,68,68,1116,Germany,VfL Wolfsburg
6632,M. Gelabert,34,68,68,1817,Argentina,San Martín de San Juan
6633,Ivi,22,68,75,1668,Spain,Sevilla Atlético
6634,V. Jovanovic,20,68,83,1633,Serbia,FC Girondins de Bordeaux
6635,F. Lazzari,29,68,68,1815,Italy,Ascoli
6636,R. Munsy,26,68,68,1621,DR Congo,Grasshopper Club Zürich
6637,D. de Buen,24,68,71,1917,Mexico,Santos Laguna
6638,E. Hussain,23,68,74,1888,Norway,Odds BK
6639,Magno,28,68,68,1769,Brazil,Jeju United FC
6640,E. Fernandes,20,68,80,1808,Switzerland,West Ham United
6641,Vágner Norteiro,32,68,68,1850,Brazil,Goiás
6642,M. Pourié,25,68,70,1616,Germany,Randers FC
6643,S. Beavon,32,68,68,1788,England,Coventry City
6644,D. Toia,24,68,70,1806,United States,Orlando City SC
6645,E. Zejnullahu,21,68,77,1858,Kosovo,1. FC Union Berlin
6646,V. Fındıklı,25,68,71,1622,Turkey,Atiker Konyaspor
6647,Santi Comesaña,19,68,74,1723,Spain,Rayo Vallecano
6648,M. Morganella,27,68,68,1898,Switzerland,Palermo
6649,M. Morganella,27,68,68,1898,Switzerland,Palermo
6650,Nélson,33,68,68,1806,Portugal,AD Alcorcón
6651,F. Boulaya,23,68,75,1716,Algeria,Sporting Club de Bastia
6652,Luís Machado,23,68,74,1647,Portugal,CD Feirense
6653,B. Cheyrou,35,68,68,1870,France,Toronto FC
6654,J. Mason,25,68,71,1729,Republic of Ireland,Wolverhampton Wanderers
6655,I. Rossi,22,68,77,1758,Argentina,River Plate
6656,A. Canelo,24,68,72,1681,Argentina,Puebla FC
6657,P. Lugüercio,34,68,68,1768,Argentina,Club Atlético Aldosivi
6658,G. Þórarinsson,24,68,73,1761,Iceland,IFK Norrköping
6659,R. Kent,19,68,83,1555,England,Barnsley
6660,D. Wuytens,25,68,71,1523,Belgium,Willem II
6661,Fran Sol,24,68,71,1617,Spain,Willem II
6662,Pinillos,23,68,74,1674,Spain,Nottingham Forest
6663,M. Benítez,25,68,70,1734,Argentina,Godoy Cruz
6664,Aitor,20,68,80,1614,Spain,Villarreal CF
6665,Iñigo López,33,68,68,1472,Spain,SD Huesca
6666,A. Cordaz,33,68,68,899,Italy,Crotone
6667,G. Varela,23,68,73,1731,Uruguay,Eintracht Frankfurt
6668,J. Thomas,33,68,68,1662,England,Port Vale
6669,R. Feltscher,25,68,71,1796,Venezuela,Real Zaragoza
6670,L. Civelli,29,68,68,1877,Argentina,Club Atlético Banfield
6671,Cristiano,25,68,70,1104,Portugal,Os Belenenses
6672,S. Janko,20,68,79,1739,Switzerland,Barnsley
6673,E. Burgos,24,68,72,1449,Argentina,Rosario Central
6674,David Haro,25,68,68,1764,Spain,CF Reus Deportiu
6675,F. Signori,27,68,68,1872,Italy,Vicenza
6676,S. Kaikai,20,68,77,1663,England,Crystal Palace
6677,M. Murillo,22,68,75,1670,Colombia,Deportivo Cali
6678,G. Campi,25,68,72,1576,Argentina,Atlético de Rafaela
6679,T. Thompson,20,68,76,1791,United States,San Jose Earthquakes
6680,B. Halimi,21,68,76,1747,Kosovo,1. FSV Mainz 05
6681,F. Raičević,22,68,75,1553,Montenegro,Bari
6682,M. Szwoch,23,68,75,1678,Poland,Arka Gdynia
6683,H. Okuno,26,68,68,1552,Japan,Vegalta Sendai
6684,Márcio Velinha,28,68,68,1117,Brazil,Vasco da Gama
6685,Song Jin Hyung,28,68,68,1861,Korea Republic,FC Seoul
6686,M. Wilusz,27,68,68,1583,Poland,Lech Poznań
6687,H. Al Hamad,28,68,68,1757,Saudi Arabia,Al Fateh
6688,L. Đorđević,21,68,75,1676,Montenegro,Zenit St. Petersburg
6689,C. Duvall,24,68,69,1765,United States,Montreal Impact
6690,Rafael Páez,21,68,73,1251,Spain,AD Alcorcón
6691,Jon Bautista,20,68,79,1558,Spain,Real Sociedad
6692,S. Pinto,30,68,68,1636,Chile,CD Palestino
6693,J. Aja,23,68,71,1540,Uruguay,Orlando City SC
6694,A. Al Ghamdi,21,68,73,1730,Saudi Arabia,Al Ittihad
6695,G. Arias,28,68,68,1088,Argentina,Defensa y Justicia
6696,S. Tomita,30,68,68,1591,Japan,Vegalta Sendai
6697,U. Ceylan,30,68,68,1165,Turkey,Medipol Başakşehir FK
6698,M. Milinković,28,68,68,1687,Serbia,Gençlerbirliği SK
6699,L. Giorgi,29,68,68,1860,Italy,Ascoli
6700,F. Platte,20,68,80,1591,Germany,SV Darmstadt 98
6701,A. Pelagotti,27,68,68,1049,Italy,Empoli
6702,Joan Oriol,29,68,68,1814,Spain,RCD Mallorca
6703,A. Vargas,27,68,68,1700,Colombia,Deportes Tolima
6704,Óscar Sendinho,28,68,68,1844,Brazil,Sport Club do Recife
6705,N. Gerzić,32,68,68,1811,Sweden,Örebro SK
6706,N. Theuerkauf,29,68,68,1797,Germany,1. FC Heidenheim 1846
6707,M. Sadlok,27,68,68,1843,Poland,Wisła Kraków
6708,Y. Tafer,25,68,69,1744,Algeria,FC St. Gallen
6709,O. Vlachodimos,22,68,77,1087,Germany,Panathinaikos FC
6710,O. Vlachodimos,22,68,77,1087,Germany,Panathinaikos FC
6711,C. Valeri,31,68,68,1812,Australia,Melbourne Victory
6712,E. Rakip,20,68,76,1846,Sweden,Malmö FF
6713,F. Signorelli,25,68,71,1810,Venezuela,Spezia
6714,N. Maynard,29,68,68,1762,England,Milton Keynes Dons
6715,J. Paterson,24,68,73,1729,England,Bristol City
6716,S. Dursun,24,68,70,1612,Germany,SpVgg Greuther Fürth
6717,E. Ibargüen,24,68,71,1607,Colombia,Patriotas Boyacá FC
6718,E. Moreno,24,68,71,1713,Colombia,SC Braga
6719,J. Maddison,19,68,83,1675,England,Norwich City
6720,Romeu,30,68,68,1715,Portugal,FC Paços de Ferreira
6721,S. Brandy,31,68,68,1768,Germany,DSC Arminia Bielefeld
6722,K. Bonifazi,20,68,80,1475,Italy,SPAL
6723,S. Gonther,29,68,68,1467,Germany,FC St. Pauli
6724,M. Sivakov,28,68,69,1772,Belarus,FC Orenburg
6725,Casto,34,68,68,1174,Spain,UD Almería
6726,B. Heynen,19,68,80,1768,Belgium,KRC Genk
6727,Bismark,22,68,74,1789,Brazil,Al Qadisiyah
6728,J. Wemmer,30,68,68,1805,Germany,Panathinaikos FC
6729,V. Lundberg,25,68,71,1805,Sweden,Randers FC
6730,C. Grindheim,32,68,68,1801,Norway,Vålerenga Fotball
6731,F. González,29,68,68,1702,Argentina,Puebla FC
6732,A. Al Zori,28,68,68,1685,Saudi Arabia,Al Hilal
6733,D. Malone,27,68,68,1693,Suriname,ADO Den Haag
6734,E. Soto,20,68,78,1656,Colombia,Boyacá Chicó FC
6735,V. Sarı,27,68,68,1810,Turkey,Kasimpaşa SK
6736,S. May,23,68,75,1705,Scotland,Preston North End
6737,N. Leyes,26,68,68,1749,Argentina,Atlético Tucumán
6738,Jorgino Baumer,32,68,68,1712,Brazil,Internacional
6739,S. Ciss,27,68,68,1846,Senegal,Valenciennes FC
6740,M. Frey,21,68,74,1567,Switzerland,BSC Young Boys
6741,J. Geria,23,68,71,1692,Australia,Melbourne Victory
6742,D. Andreev,35,68,68,1533,Russia,FC Orenburg
6743,P. Alikin,32,68,68,1517,Russia,FC Ufa
6744,F. Kadir,32,68,68,1750,Algeria,AD Alcorcón
6745,A. Al Fraidi,28,68,68,1804,Saudi Arabia,Al Nassr
6746,R. Cacérès,28,68,68,1720,France,ESTAC Troyes
6747,M. Mak,24,68,71,1657,Poland,Lechia Gdańsk
6748,J. Wójcicki,27,68,68,1811,Poland,Cracovia
6749,I. Mhirsi,22,68,74,1589,Tunisia,Red Star FC
6750,M. Valoti,22,68,72,1749,Italy,Hellas Verona
6751,F. Arancibia,19,68,80,1607,Chile,CD O'Higgins
6752,N. Datković,23,68,73,1274,Croatia,Spezia
6753,N. Cardozo,29,68,68,1915,Argentina,Querétaro
6754,E. Fernández,21,68,80,1634,France,Real Madrid
6755,S. Varas,27,68,68,1611,Chile,CD Everton de Viña del Mar
6756,R. Becerra,28,68,68,1507,Argentina,CD Everton de Viña del Mar
6757,Oh Seung Hoon,28,68,69,1053,Korea Republic,Sangju Sangmu FC
6758,Fredinho Mutto,24,68,68,1732,Brazil,América FC (Minas Gerais)
6759,D. Torres,25,68,69,1771,Argentina,Deportes Iquique
6760,Jonathan Vila,30,68,68,1656,Spain,Real Oviedo
6761,Aitor,25,68,71,1250,Spain,CD Numancia
6762,M. Caneo,32,68,68,1725,Argentina,Boyacá Chicó FC
6763,M. Targett,20,68,79,1718,England,Southampton
6764,L. Janoszka,29,68,68,1817,Poland,Zagłębie Lubin
6765,Kim Ho Jun,32,68,68,1063,Korea Republic,Jeju United FC
6766,C. Paterson,21,68,79,1870,Scotland,Heart of Midlothian
6767,Hwang Ui Jo,23,68,72,1770,Korea Republic,Gamba Osaka
6768,L. Faravelli,23,68,73,1878,Argentina,Gimnasia y Esgrima La Plata
6769,K. Persoons,32,68,68,1885,Belgium,Sporting Lokeren
6770,R. Krishna,28,68,68,1719,Fiji,Wellington Phoenix
6771,R. Krishna,28,68,68,1719,Fiji,Wellington Phoenix
6772,T. Bradshaw,23,68,73,1638,Wales,Barnsley
6773,F. Burbano,24,68,71,1667,Colombia,Rionegro Águilas
6774,Wanderson,24,68,72,1580,Brazil,GwangJu FC
6775,Y. Regäsel,20,68,77,1666,Germany,Eintracht Frankfurt
6776,E. Lobos,34,68,68,1128,Chile,CD Everton de Viña del Mar
6777,Y. Eteki,18,68,82,1765,Cameroon,Sevilla Atlético
6778,L. Boussaha,28,68,68,1730,France,Football Bourg En Bresse Peronnas 01
6779,K. Larsen,24,68,71,1671,Norway,Lyngby BK
6780,A. Kruiswijk,31,68,68,1654,Netherlands,Vitesse
6782,A. Mowatt,21,68,76,1859,England,Barnsley
6783,Felipe Saad,32,68,68,1636,Brazil,RC Strasbourg Alsace
6784,D. Delgado,23,68,70,1819,Colombia,Deportivo Cali
6785,Y. Cabral,24,68,74,1440,Argentina,Club Olimpo
6786,Adrián Maideira,32,68,68,1774,Brazil,Goiás
6787,S. Breitkreuz,24,68,74,1612,Germany,FC Erzgebirge Aue
6788,R. Alberg,25,68,68,1791,Suriname,Philadelphia Union
6789,K. Zengin,31,68,68,1825,Turkey,Kardemir Karabükspor
6790,R. Kitoko,28,68,68,1812,Belgium,UCAM Murcia CF
6791,A. El Messaoudi,20,68,74,1594,Morocco,KV Mechelen
6792,A. Bouba,25,68,72,1517,Cameroon,Ettifaq FC
6793,A. Toşca,24,68,74,1696,Romania,Real Betis
6794,M. Pedersen,26,68,69,1767,Norway,Strømsgodset IF
6795,L. Gülen,22,68,73,1670,Switzerland,Kayserispor
6796,J. Cano,26,68,68,1687,Colombia,Atlético Bucaramanga
6797,Y. Moreno,21,68,78,1613,Colombia,Independiente Medellín
6798,A. Gersbach,19,68,79,1693,Australia,Rosenborg BK
6799,Davide Eustáquio,24,68,68,1738,Brazil,Atlético Mineiro
6800,M. Tacalfred,35,68,68,1632,France,AJ Auxerre
6801,J. Lundstram,22,68,77,1772,England,Oxford United
6802,Fred Soidares,32,68,68,1712,Brazil,Goiás
6803,Y. Thoelen,25,68,71,1090,Belgium,KAA Gent
6804,M. Abubakari,30,68,68,1796,Ghana,BK Häcken
6805,T. Deric,27,68,70,1045,United States,Houston Dynamo
6806,L. Narváez,31,68,68,1600,Colombia,Junior FC
6807,V. Poluyakhtov,26,68,68,1701,Russia,FC Orenburg
6808,G. Bunoza,28,68,68,1529,Bosnia Herzegovina,Incheon United FC
6809,L. Christensen,21,68,77,1752,Denmark,Burton Albion
6810,H. Vidémont,23,68,73,1682,France,Wisła Kraków
6811,M. Mbamba,27,68,68,1756,Cameroon,Atiker Konyaspor
6812,S. Bolbat,23,68,72,1647,Ukraine,Sporting Lokeren
6813,R. Naranjo,36,68,68,1087,Chile,Deportes Iquique
6814,J. Bjørdal,30,68,68,1615,Norway,Rosenborg BK
6815,F. Bambock,21,68,76,1716,France,SD Huesca
6816,M. Orozco,30,68,68,1746,United States,Club Tijuana
6817,J. Tinhan,27,68,68,1748,France,ESTAC Troyes
6818,A. Brosque,32,68,68,1652,Australia,Sydney FC
6819,P. Senderos,31,68,68,1428,Switzerland,Houston Dynamo
6820,D. Djoussé,26,68,69,1614,Cameroon,Clube Sport Marítimo
6821,J. Tanaka,28,68,68,1739,Japan,Vissel Kobe
6822,L. Zwoliński,23,68,74,1669,Poland,Śląsk Wrocław
6823,Peña,32,68,68,1748,Spain,Getafe CF
6824,T. Bishop,19,68,80,1779,England,Ipswich Town
6825,I. Hora,27,68,68,1799,Romania,Atiker Konyaspor
6826,T. Mézague,26,68,69,1481,France,Leyton Orient
6827,N. Helenius,25,68,71,1588,Denmark,Silkeborg IF
6828,C. Baird,34,68,68,1783,Northern Ireland,Derby County
6829,L. Baloyi,25,68,71,1682,South Africa,Kaizer Chiefs
6830,S. Gonda,27,68,68,1166,Japan,Sagan Tosu
6831,M. Koffi,29,68,68,1627,Burkina Faso,Ettifaq FC
