,Name,Age,Overall,Potential,Special,Nationality,Club
5287,M. Madl,26,67,67,1774,Austria,SK Sturm Graz
5288,David García,33,67,67,1750,Spain,Girona FC
5289,R. Mühren,25,67,70,1705,Netherlands,AZ Alkmaar
5290,D. Dogan,34,67,67,1640,Germany,Eintracht Braunschweig
5291,M. Špiranović,26,67,70,1451,Australia,Western Sydney Wanderers
5292,M. Donald,25,67,70,1860,Netherlands,Mordovia Saransk
5293,A. Galindo,32,67,67,1556,Mexico,Deportivo Toluca
5294,Y. Mena,22,67,72,1589,Colombia,Monarcas Morelia
5295,M. Suttner,27,67,67,1856,Austria,FK Austria Wien
5296,N. Gulan,25,67,72,1779,Serbia,RCD Mallorca
5297,S. Duits,30,67,67,1846,Netherlands,Go Ahead Eagles
5298,M. Tévez,17,67,79,1608,Argentina,Newell's Old Boys
5299,T. Enevoldsen,26,67,70,1838,Denmark,Aalborg BK
5300,I. Parlak,27,67,67,1728,Turkey,Kayseri Erciyesspor
5301,T. Kayhan,24,67,74,1886,Austria,Kardemir Karabükspor
5302,Jander,25,67,70,1832,Brazil,Gil Vicente FC
5303,J. Vuković,26,67,71,1540,Serbia,Atiker Konyaspor
5304,J. Hansen,29,67,67,1264,Denmark,Évian Thonon Gaillard FC
5305,J. Dahlin,27,67,68,1201,Sweden,FC Midtjylland
5306,B. Urribarri,27,67,67,1796,Argentina,Atlético de Rafaela
5307,B. Urribarri,27,67,67,1796,Argentina,Atlético de Rafaela
5308,D. Schahin,24,67,70,1674,Germany,SC Freiburg
5309,Santos,28,67,67,1825,Brazil,Suwon Samsung Bluewings
5310,A. Baptiste,28,67,67,1672,England,Blackburn Rovers
5311,M. Mier,23,67,70,1784,Uruguay,Universidad Católica
5312,O. Čelůstka,25,67,70,1753,Czech Republic,1. FC Nürnberg
5313,H. Al Raheb,30,67,67,1547,Saudi Arabia,Al Nassr
5314,T. Maoulida,35,67,67,1702,France,Nîmes Olympique
5315,A. Salugin,25,67,71,1607,Russia,Torpedo Moscow
5316,E. Salomonsson,25,67,70,1825,Sweden,IFK Göteborg
5317,E. Réale,22,67,73,1824,France,AC Arles Avignon
5318,José Ángel,25,67,73,1569,Spain,Elche CF
5319,H. Andreasen,35,67,67,1854,Denmark,Esbjerg fB
5320,K. Bülow,28,67,67,1615,Germany,TSV 1860 München
5321,Rui Correia,23,67,73,1471,Portugal,CD Nacional
5322,Vallejo,17,67,80,1508,Spain,Real Zaragoza
5323,J. Chávez,28,67,67,1557,Mexico,Club Tijuana
5324,Ilie Sánchez,23,67,71,1749,Spain,TSV 1860 München
5326,Jesús Vázquez,34,67,67,1800,Spain,RC Recreativo de Huelva
5327,David García,32,67,67,1622,Spain,UD Las Palmas
5328,A. Budakov,29,67,67,1240,Russia,Torpedo Moscow
5329,D. de Vries,33,67,67,1279,Netherlands,Nottingham Forest
5330,Edgar Costa,27,67,70,1745,Portugal,Clube Sport Marítimo
5331,L. Nicholls,21,67,74,1340,England,Wigan Athletic
5332,T. Ntshumayelo,24,67,73,1804,South Africa,Orlando Pirates
5333,G. Campanharo,22,67,74,1821,Brazil,Hellas Verona
5335,M. Žaliukas,30,67,67,1548,Lithuania,Rangers FC
5336,M. Rubin,26,67,69,1760,Italy,Modena
5337,A. Younes,20,67,78,1744,Germany,1. FC Kaiserslautern
5338,J. Kimmich,19,67,81,1808,Germany,RB Leipzig
5339,V. Montaño,30,67,67,1800,Colombia,Deportivo Toluca
5340,S. Ebanks-Blake,28,67,67,1621,England,Preston North End
5341,T. Børven,22,67,75,1637,Norway,FC Twente
5342,N. Dzalamidze,22,67,70,1725,Georgia,Jagiellonia Białystok
5343,S. Badji,24,67,74,1826,Senegal,Medipol Başakşehir FK
5344,Sergio Marcos,22,67,72,1709,Spain,Villarreal CF
5345,C. Nsikulu,21,67,73,1651,DR Congo,Évian Thonon Gaillard FC
5346,I. Díaz,24,67,72,1681,Chile,Jaguares de Chiapas
5347,G. Garics,30,67,67,1828,Austria,Bologna
5349,Park Jun Hyuk,27,67,67,1176,Korea Republic,Seongnam FC
5350,Y. Sabaly,21,67,76,1713,France,Évian Thonon Gaillard FC
5351,Rubén Jurado,28,67,67,1708,Spain,Piast Gliwice
5352,Alan Baró,29,67,67,1646,Spain,SD Ponferradina
5353,Paulo Tavares,28,67,67,1888,Portugal,Vitória de Setúbal
5354,F. Hinestroza,24,67,72,1573,Colombia,La Equidad
5355,E. Bakker,24,67,69,1729,Netherlands,SC Cambuur
5356,B. Beckeles,28,67,67,1826,Honduras,Boavista FC
5357,K. Petersen,29,67,67,1537,Denmark,Aalborg BK
5358,S. Camille,28,67,67,1736,France,SD Ponferradina
5359,S. Balcı,30,67,67,1883,Turkey,Mersin İdman Yurdu
5360,A. Judge,25,67,71,1737,Republic of Ireland,Brentford
5361,L. Caballero,24,67,71,1715,Paraguay,Club Atlas
5362,M. Heylen,20,67,76,1557,Belgium,RSC Anderlecht
5363,L. Martin,27,67,67,1814,England,Millwall
5364,Yoon Bit Ga Ram,24,67,68,1861,Korea Republic,Jeju United FC
5365,W. Tesillo,24,67,71,1482,Colombia,Junior FC
5366,J. Brenet,20,67,76,1687,Netherlands,PSV
5367,B. Vandenbussche,32,67,67,1281,Belgium,KAA Gent
5368,B. Vandenbussche,32,67,67,1281,Belgium,KAA Gent
5369,J. Kayembe,19,67,78,1591,Belgium,FC Arouca
5370,Gonçalo Guedes,17,67,84,1720,Portugal,SL Benfica
5371,D. Kennedy,31,67,67,1282,United States,FC Dallas
5372,O. Ferreyra,31,67,67,1792,Argentina,Atlético de Rafaela
5373,M. Galmarini,32,67,67,1861,Argentina,Club Atlético Tigre
5374,L. Garrido,23,67,75,1718,Honduras,Houston Dynamo
5375,B. Castillo,36,67,67,1210,Colombia,Envigado FC
5376,A. Szymanowski,25,67,70,1673,Argentina,Brøndby IF
5377,A. Dunne,31,67,67,1755,Republic of Ireland,Millwall
5378,Fernández,24,67,73,1743,Spain,Real Zaragoza
5379,S. Kesimal,25,67,73,1576,Turkey,Fenerbahçe SK
5380,C. Schindler,24,67,71,1523,Germany,TSV 1860 München
5381,D. Arias,29,67,67,1924,Colombia,Atlético Nacional
5382,N. Johansson,34,67,67,1630,Sweden,AIK
5383,L. Chará,33,67,67,1809,Colombia,Rionegro Águilas
5384,H. Al Mogahwi,26,67,71,1729,Saudi Arabia,Al Ahli
5385,D. de la Torre,30,67,67,1881,Mexico,Jaguares de Chiapas
5386,C. Maguire,25,67,70,1825,Scotland,Sheffield Wednesday
5387,S. Malone,23,67,70,1857,England,Cardiff City
5388,J. Jarošík,36,67,67,1591,Czech Republic,Deportivo Alavés
5389,G. Torres,25,67,72,1691,Panama,Colorado Rapids
5390,Lucas Silva,29,67,67,1850,Brazil,Monterrey
5391,H. Rodríguez,24,67,73,1640,Mexico,Tigres U.A.N.L.
5392,Frederico Venâncio,21,67,74,1493,Portugal,Vitória de Setúbal
5393,S. Bateau,23,67,70,1546,Trinidad & Tobago,KV Mechelen
5394,K. Doyle,30,67,67,1763,Republic of Ireland,Colorado Rapids
5395,T. Derijck,27,67,67,1618,Belgium,ADO Den Haag
5396,T. Haye,19,67,77,1792,Netherlands,AZ Alkmaar
5397,M. Vidangossy,27,67,67,1644,Chile,CD Palestino
5398,B. Pringle,25,67,69,1787,England,Rotherham United
5399,D. Krešić,30,67,67,1243,Croatia,Bayer 04 Leverkusen
5400,A. Smith,23,67,75,1796,England,Bournemouth
5401,V. Lavigne,20,67,80,1755,France,FC Lorient
5402,C. Daniels,27,67,67,1848,England,Bournemouth
5403,S. Holmén,22,67,71,1467,Sweden,IF Elfsborg
5404,A. Keogh,28,67,67,1779,Republic of Ireland,Perth Glory
5405,W. Moimbé,25,67,70,1747,France,Stade Brestois 29
5406,I. Portnyagin,25,67,73,1679,Russia,Rubin Kazan
5407,K. Johnsson,24,67,69,1273,Sweden,Randers FC
5408,J. Kappelhof,23,67,71,1668,Netherlands,FC Groningen
5409,S. Romero,25,67,70,1725,Colombia,Millonarios FC
5410,J. O'Hara,27,67,67,1827,England,Blackpool
5411,T. Dingomé,23,67,70,1810,France,Royal Excel Mouscron
5412,K. D'Haene,33,67,67,1582,Belgium,SV Zulte-Waregem
5413,Richy,29,67,67,1519,Spain,Girona FC
5414,F. Gamboa,28,67,67,1640,Mexico,Deportivo Toluca
5415,Z. Whitbread,30,67,67,1461,United States,Derby County
5416,V. Laurini,25,67,69,1698,France,Empoli
5417,M. Rodić,23,67,75,1611,Serbia,Zenit St. Petersburg
5418,G. Šukalo,32,67,67,1809,Slovenia,SpVgg Greuther Fürth
5419,J. Wawrzyniak,30,67,67,1726,Poland,Lechia Gdańsk
5420,F. Valiani,33,67,67,1837,Italy,Latina
5421,Rui Sampaio,27,67,68,1777,Portugal,FC Arouca
5422,M. Kilgallon,30,67,67,1561,England,Blackburn Rovers
5423,O. Tannane,20,67,76,1721,Morocco,Heracles Almelo
5424,D. Dunn,34,67,67,1738,England,Blackburn Rovers
5425,Laguardia,24,67,74,1538,Spain,Deportivo Alavés
5426,Leandrinho,28,67,67,1763,Brazil,Jeonnam Dragons
5427,A. Le Tallec,29,67,67,1733,France,Valenciennes FC
5428,J. Mena,25,67,70,1497,Colombia,New York City FC
5429,J. Mena,25,67,70,1497,Colombia,New York City FC
5430,C. Heimeroth,32,67,67,1191,Germany,Borussia Mönchengladbach
5431,M. Çağıran,21,67,72,1901,Turkey,Kardemir Karabükspor
5432,J. Lukaku,19,67,76,1870,Belgium,KV Oostende
5433,D. Mosquera,21,67,72,1664,Colombia,Independiente Santa Fe
5434,M. Philipp,20,67,76,1678,Germany,SC Freiburg
5435,J. Wuytens,29,67,67,1652,Belgium,AZ Alkmaar
5436,A. Turan,30,67,67,1679,Turkey,Atiker Konyaspor
5437,Han Sang Wun,28,67,67,1733,Korea Republic,Sangju Sangmu FC
5438,Nono,21,67,75,1851,Spain,SV Sandhausen
5439,T. Moreno,34,67,67,1805,Colombia,Fortaleza CEIF
5440,M. Pazdan,26,67,68,1747,Poland,Jagiellonia Białystok
5441,G. Markiet,23,67,71,1558,Netherlands,FC Utrecht
5442,S. Celozzi,25,67,70,1787,Germany,VfL Bochum 1848
5443,A. Taggart,21,67,75,1727,Australia,Fulham
5444,C. Irwin,25,67,72,1250,United States,Colorado Rapids
5445,B. Kessel,26,67,68,1676,Germany,Eintracht Braunschweig
5446,I. Cissé,20,67,75,1771,Belgium,KV Mechelen
5447,Rubén,32,67,67,1508,Spain,Real Zaragoza
5448,L. Monzón,27,67,69,1903,Argentina,Boca Juniors
5449,M. Berger,29,67,67,1660,Austria,Gil Vicente FC
5450,Mateos,27,67,72,1409,Spain,Orlando City SC
5451,M. Abeid,21,67,72,1842,Algeria,Newcastle United
5452,I. Öztürk,33,67,67,1649,Turkey,Sivasspor
5453,A. Turan,22,67,75,1800,France,Kasimpaşa SK
5454,H. Mosquera,27,67,67,1487,Colombia,Rionegro Águilas
5455,M. Rzatkowski,24,67,71,1747,Germany,FC St. Pauli
5456,Campabadal,21,67,72,1574,Spain,Córdoba CF
5457,J. Gatt,22,67,75,1825,United States,Molde FK
5458,C. Mammarella,32,67,67,1871,Italy,SS Virtus Lanciano
5459,K. Reichel,27,67,67,1843,Germany,Eintracht Braunschweig
5460,J. Shaffer,28,67,67,1857,Argentina,Unión La Calera
5461,Z. Loyd,26,67,69,1788,United States,FC Dallas
5462,J. Leca,28,67,67,1208,France,Sporting Club de Bastia
5463,D. Shittu,33,67,67,1354,Nigeria,Millwall
5464,F. Gulbrandsen,21,67,73,1762,Norway,Molde FK
5465,Morcillo,28,67,67,1631,Spain,Rayo Vallecano
5467,A. Kwarasey,26,67,71,1363,Ghana,Portland Timbers
5468,V. Marín,34,67,67,2000,Colombia,Rionegro Águilas
5469,K. Voser,27,67,67,1810,Switzerland,Fulham
5470,D. Marcq,25,67,68,1647,France,Sporting de Charleroi
5471,B. Augustyn,26,67,67,1561,Poland,Górnik Zabrze
5472,L. Benito,22,67,76,1788,Switzerland,SL Benfica
5473,G. Garza,22,67,71,1818,United States,Club Tijuana
5474,Jang Hak Young,32,67,67,1890,Korea Republic,Seongnam FC
5475,H. Alla,33,67,67,1872,Morocco,Stade Lavallois Mayenne FC
5476,J. Amione,24,67,73,1734,Mexico,Deportivo Toluca
5477,G. Plet,26,67,67,1557,Netherlands,Go Ahead Eagles
5478,J. Thomsen,32,67,67,1817,Denmark,Randers FC
5479,R. Mukhametshin,30,67,67,1784,Russia,Mordovia Saransk
5480,M. Rodríguez,19,67,78,1710,Chile,CD Huachipato
5481,I. Fernández,24,67,71,1819,Argentina,Gimnasia y Esgrima La Plata
5482,Jandro,35,67,67,1807,Spain,Girona FC
5483,S. Grichting,35,67,67,1413,Switzerland,Grasshopper Club Zürich
5484,R. Gerus,33,67,67,1341,Russia,Amkar Perm
5485,C. McCann,26,67,67,1802,Republic of Ireland,Wigan Athletic
5486,T. Oehrl,28,67,67,1555,Germany,Eintracht Braunschweig
5487,R. Salinas,26,67,70,1880,Mexico,Pachuca
5488,M. Pfitzner,29,67,67,1874,Germany,Eintracht Braunschweig
5489,M. Kone,22,67,72,1645,Ivory Coast,Racing Santander
5490,M. Kone,22,67,72,1645,Ivory Coast,Racing Santander
5491,A. Puljić,26,67,68,1537,Croatia,KAA Gent
5492,M. Schneuwly,29,67,67,1747,Switzerland,FC Luzern
5493,M. Rohdén,23,67,70,1884,Sweden,IF Elfsborg
5494,M. Beevers,24,67,69,1502,England,Millwall
5495,M. Stiepermann,23,67,74,1700,Germany,SpVgg Greuther Fürth
5496,D. Lezcano,24,67,71,1798,Paraguay,FC Luzern
5497,B. Sagredo,25,67,70,1698,Chile,Deportivo Ñublense
5498,Samuel,29,67,67,1381,Spain,Real Valladolid CF
5499,Y. Godzyur,29,67,67,1217,Ukraine,Terek Grozny
5500,T. Mings,21,67,76,1695,England,Ipswich Town
5501,C. Capuano,32,67,67,1760,Italy,Catania
5502,K. Wilczek,26,67,70,1723,Poland,Piast Gliwice
5503,L. Nabab,26,67,70,1742,France,AJ Auxerre
5504,R. Utsiev,26,67,70,1770,Russia,Terek Grozny
5505,Y. Ono,21,67,73,1695,Japan,Standard de Liège
5506,B. Lesoimier,31,67,67,1769,France,AC Ajaccio
5507,R. Rogers,27,67,72,1906,United States,LA Galaxy
5508,F. Rasic,22,67,75,1379,Argentina,Arsenal de Sarandí
5509,S. Driussi,18,67,77,1729,Argentina,River Plate
5510,F. Sears,24,67,73,1715,England,Ipswich Town
5511,R. Riski,24,67,70,1797,Finland,IFK Göteborg
5512,H. Ongenda,19,67,79,1685,DR Congo,Sporting Club de Bastia
5513,M. Schet,26,67,67,1691,Netherlands,ADO Den Haag
5514,J. Davidson,23,67,73,1753,Australia,West Bromwich Albion
5515,M. Astina,18,67,77,1673,Argentina,Club Atlético Lanús
5516,S. Kotsolis,35,67,67,1187,Greece,Panathinaikos FC
5517,David Costas,19,67,74,1632,Spain,RC Celta
5518,E. Alushi,28,67,67,1869,Kosovo,FC St. Pauli
5519,M. Ødegaard,15,67,80,1657,Norway,Real Madrid
5520,E. Herrera,25,67,70,1670,Mexico,U.N.A.M.
5521,M. Hector,21,67,75,1617,England,Reading
5522,F. Meza,24,67,73,1574,Argentina,San Lorenzo de Almagro
5523,S. Rochet,21,67,75,1218,Uruguay,AZ Alkmaar
5524,V. Lazaro,18,67,80,1849,Austria,FC Red Bull Salzburg
5525,M. Terrazzino,23,67,73,1727,Germany,VfL Bochum 1848
5526,J. Nilsen,23,67,72,1887,Norway,FK Haugesund
5527,Lolo,29,67,67,1780,Spain,Real Zaragoza
5528,D. Boyata,23,67,71,1582,Belgium,Manchester City
5529,L. Michel,34,67,67,1301,Mexico,Guadalajara
5530,A. Correa,29,67,67,1459,Colombia,Junior FC
5531,A. Meijers,26,67,68,1882,Netherlands,ADO Den Haag
5532,J. Valencia,28,67,67,1841,Colombia,Atlético Nacional
5533,L. Giovini,32,67,67,1265,Argentina,Unión La Calera
5534,P. Moen,30,67,67,1848,Norway,Strømsgodset IF
5536,N. Calderón,25,67,69,1848,Mexico,Santos Laguna
5537,P. Bauer,21,67,74,1509,Germany,Clube Sport Marítimo
5538,M. Velázquez,33,67,67,1883,Argentina,Club Atlético Lanús
5539,J. López,25,67,70,1345,Colombia,Rionegro Águilas
5540,M. Marega,23,67,73,1598,Mali,Clube Sport Marítimo
5541,J. Zimmermann,29,67,67,1245,Germany,1. FC Heidenheim 1846
5542,K. Lejeune,29,67,67,1690,France,FC Metz
5543,K. Higginbotham,25,67,70,1659,England,Partick Thistle FC
5544,M. Paglialunga,25,67,72,1818,Argentina,Club Atlético Tigre
5545,A. Ateef,31,67,67,1891,Saudi Arabia,Al Shabab
5546,D. Hammond,31,67,67,1772,England,Leicester City
5547,Eddy,21,67,77,1833,Azerbaijan,Granada CF
5548,B. Ould-Chikh,16,67,85,1592,Netherlands,FC Twente
5549,L. Gil,23,67,72,1837,Argentina,Estudiantes de La Plata
5550,W. Kvist,29,67,67,1851,Denmark,Wigan Athletic
5551,W. Kvist,29,67,67,1851,Denmark,Wigan Athletic
5552,E. Suagher,21,67,78,1434,Italy,Carpi
5553,T. Doubaï,25,67,69,1828,Ivory Coast,FC Luzern
5554,M. Le Marchand,24,67,73,1602,France,Le Havre AC
5555,R. Rodriguez,23,67,72,1686,Switzerland,FC St. Gallen
5556,M. Borja,21,67,71,1654,Colombia,Independiente Santa Fe
5557,A. Milić,20,67,75,1584,Croatia,KV Oostende
5558,E. Süme,30,67,67,1642,Germany,Gaziantepspor
5559,J. Cabral,23,67,71,1678,Netherlands,Willem II
5560,M. Sonnleitner,27,67,67,1605,Austria,SK Rapid Wien
5561,Tamudo,36,67,67,1637,Spain,CE Sabadell FC
5562,Yun Il Lok,22,67,73,1752,Korea Republic,FC Seoul
5563,B. Verboom,22,67,71,1830,Belgium,SV Zulte-Waregem
5564,Sergi Samper,19,67,79,1685,Spain,FC Barcelona B
5565,T. Kędziora,20,67,76,1728,Poland,Lech Poznań
5566,Y. Buyens,26,67,67,1901,Belgium,Charlton Athletic
5567,A. Danch,26,67,68,1628,Poland,Górnik Zabrze
5568,A. Çamdalı,30,67,67,1835,Turkey,Atiker Konyaspor
5569,Adriano,26,67,68,1685,Brazil,FC Seoul
5570,José Sá,21,67,77,1229,Portugal,Clube Sport Marítimo
5571,D. Beasley,32,67,67,1912,United States,Houston Dynamo
5572,A. Tinnerholm,23,67,72,1808,Sweden,Malmö FF
5573,Urko Vera,27,67,67,1578,Spain,Jeonbuk Hyundai Motors
5574,I. Micanski,28,67,67,1684,Bulgaria,Suwon Samsung Bluewings
5575,J. Blomberg,27,67,67,1709,Sweden,AIK
5576,Y. Mena,24,67,70,1733,Colombia,Junior FC
5577,G. Farré,33,67,67,1874,Argentina,Belgrano de Córdoba
5578,M. Parensen,28,67,67,1827,Germany,1. FC Union Berlin
5579,N. Seube,34,67,67,1686,France,Stade Malherbe Caen
5580,B. Shuttleworth,27,67,69,1240,United States,New England Revolution
5581,C. Schneuwly,26,67,67,1674,Switzerland,FC Zürich
5582,Álvaro,23,67,73,1562,Spain,Elche CF
5583,V. Dyadyun,25,67,71,1786,Russia,Rubin Kazan
5584,Wallace,20,67,77,1848,Brazil,Vitesse
5585,F. Márquez,26,67,68,1656,Argentina,Belgrano de Córdoba
5586,T. Hall,29,67,67,1295,United States,Orlando City SC
5587,L. Neagle,27,67,72,1860,United States,Seattle Sounders FC
5588,J. Lascelles,20,67,79,1510,England,Nottingham Forest
5589,B. Białkowski,26,67,67,1317,Poland,Ipswich Town
5590,W. Atta,27,67,67,1575,Ethiopia,BK Häcken
5591,L. Masalesa,22,67,72,1772,South Africa,Orlando Pirates
5592,J. Green,19,67,78,1632,United States,Hamburger SV
5593,J. Reina,25,67,69,1762,Colombia,Seongnam FC
5594,M. Thygesen,29,67,67,1930,Denmark,Hobro IK
5595,Q. Antipas,30,67,67,1780,Zimbabwe,Hobro IK
5596,B. van Hintum,27,67,68,1866,Netherlands,PEC Zwolle
5597,R. Mirzov,21,67,75,1706,Russia,Torpedo Moscow
5598,C. Cathcart,25,67,70,1534,Northern Ireland,Watford
5599,K. Fisker,26,67,70,1684,Denmark,Randers FC
5600,J. Wiland,33,67,67,1211,Sweden,Malmö FF
5601,I. Vigurs,26,67,67,1801,Scotland,Motherwell
5602,R. McGowan,24,67,72,1716,Australia,Dundee United
5603,J. Kabananga,25,67,68,1629,DR Congo,KSV Cercle Brugge
5604,D. Bingham,24,67,73,1293,United States,San Jose Earthquakes
5605,M. de Jong,27,67,71,1815,Canada,Sporting Kansas City
5606,R. Fuller,34,67,67,1700,Jamaica,Millwall
5607,N. Petković,28,67,67,1774,Serbia,Sydney FC
5608,X. Houtkoop,25,67,69,1704,Netherlands,ADO Den Haag
5609,Javi Álamo,25,67,70,1701,Spain,Real Zaragoza
5610,D. Toledo,32,67,67,1848,Mexico,Guadalajara
5611,Xavier,21,67,76,1616,Portugal,Clube Sport Marítimo
5612,Xavier,21,67,76,1616,Portugal,Clube Sport Marítimo
5613,F. Semb Berge,24,67,71,1552,Norway,Molde FK
5614,S. Lletget,21,67,74,1686,United States,LA Galaxy
5615,M. McGlinchey,27,67,68,1795,New Zealand,Wellington Phoenix
5616,A. Karabulut,26,67,70,1696,Turkey,Sivasspor
5617,A. Wilkinson,29,67,67,1598,Australia,Jeonbuk Hyundai Motors
5618,J. Zárate,22,67,72,1699,Mexico,Monarcas Morelia
5619,Ricardo Nascimento,27,67,68,1548,Brazil,Associação Académica de Coimbra
5620,Isaac Becerra,26,67,69,1311,Spain,Girona FC
5621,L. Pittinari,22,67,72,1763,Argentina,Colorado Rapids
5622,J. Parr,25,67,70,1831,Norway,Ipswich Town
5623,J. Le Moigne,31,67,67,1771,France,Racing Club de Lens
5624,C. Tierney,28,67,67,1874,United States,New England Revolution
5625,L. Palmer,22,67,73,1877,Scotland,Sheffield Wednesday
5626,S. Strandberg,23,67,74,1629,Norway,Rosenborg BK
5627,Aníbal Capela,23,67,75,1483,Portugal,Associação Académica de Coimbra
5628,M. Rusike,24,67,70,1610,Zimbabwe,Halmstads BK
5629,Víctor Marco,32,67,67,1578,Spain,CD Lugo
5630,L. Licht,33,67,67,1922,Argentina,Gimnasia y Esgrima La Plata
5631,J. Saez,32,67,67,1792,France,Stade Malherbe Caen
5632,G. Thorne,21,67,75,1777,England,Derby County
5633,M. Messoudi,30,67,67,1803,Belgium,SV Zulte-Waregem
5635,C. Sapong,25,67,70,1751,United States,Philadelphia Union
5636,C. Pérez,28,67,67,1623,Colombia,Rionegro Águilas
5637,B. Pitman,26,67,67,1774,England,Bournemouth
5638,Anderson Luís,25,67,71,1768,Brazil,Estoril Praia
5639,Y. Arrechea,31,67,67,1685,Colombia,Atlético Huila
5640,J. Emmanuel-Thomas,23,67,73,1707,England,Bristol City
5641,Ciro,25,67,72,1710,Brazil,Jeju United FC
5642,K. Friesenbichler,20,67,76,1513,Austria,Lechia Gdańsk
5643,E. Kaş,22,67,71,1753,Turkey,Kardemir Karabükspor
5644,M. N'Diaye,24,67,74,1517,Mali,ESTAC Troyes
5645,Gelson Martins,19,67,80,1624,Portugal,Sporting CP
5646,H. Ilunga,32,67,67,1780,DR Congo,US Créteil-Lusitanos
5647,L. Galeano,22,67,72,1616,Argentina,Godoy Cruz
5648,N. Cabrera,30,67,67,1706,Argentina,Quilmes Atlético Club
5649,Filipe Melo,24,67,70,1692,Portugal,Sheffield Wednesday
5650,C. Mulgrew,28,67,67,1915,Scotland,Celtic
5651,D. Rudd,23,67,75,1240,England,Norwich City
5652,Bruno Gallo,26,67,70,1832,Brazil,Clube Sport Marítimo
5653,E. Cirigliano,22,67,73,1841,Argentina,FC Dallas
5654,M. Aoulad,22,67,71,1731,Belgium,KVC Westerlo
5655,D. Yedlin,20,67,75,1887,United States,Tottenham Hotspur
5656,M. Ndjeng,32,67,67,1949,Cameroon,Hertha BSC
5657,A. Bruce,29,67,67,1463,Northern Ireland,Hull City
5658,R. Ruiz,28,67,67,1852,Mexico,Club Tijuana
5659,M. van der Werff,25,67,69,1689,Netherlands,PEC Zwolle
5660,M. Piedrahita,29,67,67,1853,Colombia,Once Caldas
5661,N. Burns,26,67,73,1817,Australia,Wellington Phoenix
5662,O. İpek,27,67,70,1719,Turkey,Bursaspor
5663,Héctor Yuste,26,67,70,1601,Spain,RCD Mallorca
5665,G. Arokoyo,21,67,74,1455,Nigeria,Gaziantepspor
5666,B. Dabanli,24,67,71,1478,Turkey,Eskişehirspor
5667,D. Ducourtioux,36,67,67,1808,France,GFC Ajaccio
5668,T. Kempe,25,67,71,1745,Germany,SV Darmstadt 98
5669,J. Gjasula,28,67,67,1741,Germany,VfR Aalen
5670,Ricardo Esgaio,21,67,75,1907,Portugal,Associação Académica de Coimbra
5672,A. Wooten,24,67,70,1701,United States,SV Sandhausen
5673,A. Wooten,24,67,70,1701,United States,SV Sandhausen
5675,O. Viera,27,67,69,1587,Ivory Coast,Çaykur Rizespor
5676,A. Solari,22,67,73,1787,Argentina,River Plate
5677,J. Valdez Chamorro,20,67,74,1845,Argentina,Club Atlético Lanús
5678,U. Đurđević,20,67,75,1656,Serbia,Vitesse
5679,S. Colombi,22,67,72,1256,Italy,Cagliari
5680,J. Lynch,26,67,67,1660,Wales,Huddersfield Town
5681,Ángel Martínez,28,67,67,1782,Spain,Millwall
5682,J. Lukoki,21,67,73,1586,DR Congo,PEC Zwolle
5683,K. Przybyłko,21,67,73,1583,Poland,SpVgg Greuther Fürth
5684,D. Sciaudone,25,67,73,1815,Italy,Catania
5685,E. Huseklepp,29,67,67,1756,Norway,SK Brann
5686,A. Chermiti,26,67,67,1754,Tunisia,FC Zürich
5687,Fernando Ferreira,27,67,67,1899,Portugal,Clube Sport Marítimo
5688,O. Rojas,26,67,69,1937,Mexico,Deportivo Toluca
5689,K. Tokstad,22,67,72,1790,Norway,Sarpsborg 08 FF
5690,Kim Kee Hee,24,67,71,1689,Korea Republic,Jeonbuk Hyundai Motors
5691,F. Coppola,36,67,67,1190,Italy,Bologna
5692,G. Barriga,29,67,67,1787,Chile,Santiago Wanderers
5693,L. Venegas,30,67,67,1523,Mexico,Club Atlas
5694,A. Danielsen,29,67,67,1941,Norway,Viking FK
5695,Rubén Sanz,34,67,67,1726,Spain,AD Alcorcón
5696,D. Capelli,28,67,68,1360,Italy,Cesena
5697,S. Toro,24,67,73,1553,Chile,Deportes Iquique
5698,J. Córdoba,26,67,69,1715,Colombia,Alianza Petrolera
5699,F. Sánchez,24,67,71,1788,Argentina,Club Atlético Tigre
5700,Y. Cahuzac,29,67,67,1725,France,Sporting Club de Bastia
5701,W. Boly,23,67,72,1564,France,SC Braga
5702,S. Kitsiou,20,67,70,1780,Greece,PAOK
5703,H. Maguire,21,67,76,1503,England,Wigan Athletic
5704,M. Weiser,20,67,77,1690,Germany,FC Bayern München
5705,L. Lollo,23,67,73,1811,Italy,Carpi
5706,D. Pudil,28,67,67,1875,Czech Republic,Watford
5707,L. Doyley,31,67,67,1609,Jamaica,Watford
5708,M. Gostomski,25,66,70,1204,Poland,Lech Poznań
5709,S. Wuytens,24,66,71,1754,Belgium,Willem II
5710,Vítor Golas,23,66,71,1238,Brazil,SC Braga
5711,S. Viotti,24,66,71,1302,Italy,FC Pro Vercelli 1892
5712,G. Fernandez,28,66,66,1716,Netherlands,NAC Breda
5713,C. Guzmán,20,66,76,1753,Mexico,Monarcas Morelia
5714,H. Bascuñan,29,66,66,1451,Chile,Unión La Calera
5715,G. Lezcano,27,66,66,1654,Argentina,CD O'Higgins
5716,P. Robinson,35,66,66,1548,England,Birmingham City
5717,P. Šteinbors,28,66,66,1202,Latvia,Górnik Zabrze
5718,A. Shinnie,24,66,68,1727,Scotland,Birmingham City
