,Name,Age,Overall,Potential,Special,Nationality,Club
5044,Zaldúa,21,68,73,1653,Spain,Real Sociedad
5045,M. Jakubko,33,68,68,1666,Slovakia,Amkar Perm
5046,Tiago Gomes,26,68,69,1837,Portugal,Estoril Praia
5047,M. Troest,26,68,73,1464,Denmark,SS Virtus Lanciano
5048,R. Fuller,33,68,68,1723,Jamaica,Blackpool
5049,Arroyo,24,68,72,1577,Spain,Getafe CF
5050,P. Zieliński,19,68,78,1730,Poland,Udinese
5051,H. Barmettler,25,68,71,1499,Dominican Republic,Real Valladolid CF
5052,C. Martina,23,68,74,1827,Curacao,FC Twente
5053,A. Głowacki,34,68,68,1685,Poland,Wisła Kraków
5054,J. De la Cuesta,30,68,68,1618,Colombia,Independiente Santa Fe
5056,Mano,26,68,69,1818,Portugal,Estoril Praia
5057,S. Kittel,20,68,74,1723,Germany,Eintracht Frankfurt
5058,B. Rienstra,23,68,74,1842,Netherlands,Heracles Almelo
5059,A. Hurtado,26,68,73,1857,Colombia,Jaguares de Chiapas
5060,Adrianinho,32,68,68,1685,Brazil,Ponte Preta
5061,F. Espindola,28,68,68,1794,Argentina,DC United
5062,L. Hyam,21,68,76,1814,England,Ipswich Town
5063,L. Hyam,21,68,76,1814,England,Ipswich Town
5064,R. Lemaître,30,68,68,1791,France,En Avant de Guingamp
5065,O. Vásquez,23,68,71,1797,Colombia,Millonarios FC
5066,J. Antonia,22,68,72,1611,Netherlands,Go Ahead Eagles
5067,L. Licht,32,68,68,1876,Argentina,Gimnasia y Esgrima La Plata
5068,J. Burić,26,68,73,1218,Bosnia Herzegovina,Lech Poznań
5069,Otávio,18,68,79,1593,Brazil,Internacional
5070,G. Jara Reyes,27,68,68,1772,Chile,Nottingham Forest
5071,N. Bellomo,22,68,80,1877,Italy,Spezia
5072,L. Palos,30,68,68,1257,Argentina,CD Cobreloa
5073,Yun Suk Young,23,68,74,1862,Korea Republic,Queens Park Rangers
5074,S. Stevens,21,68,76,1242,Netherlands,FC Twente
5075,J. Emmanuel-Thomas,22,68,75,1753,England,Bristol City
5076,D. Powers,22,68,76,1879,United States,Colorado Rapids
5077,M. Junker,32,68,68,1715,Denmark,KV Mechelen
5078,J. Busch,36,68,68,1348,United States,San Jose Earthquakes
5079,S. Warnock,31,68,68,1766,England,Leeds United
5080,A. Gunnarsson,24,68,72,1901,Iceland,Cardiff City
5082,K. Lorentzen,27,68,68,1661,Denmark,FC Nordsjælland
5083,N. Champagne,28,68,69,1332,Argentina,Club Olimpo
5084,A. Bonnet,26,68,72,1684,France,Le Havre AC
5085,T. Kaminski,20,68,76,1258,Belgium,RSC Anderlecht
5086,L. Ceppitelli,23,68,75,1463,Italy,Bari
5087,Bryan,21,68,77,1798,Brazil,Portuguesa de Desportos
5088,M. Jones,27,68,73,1214,England,Os Belenenses
5089,N. Stark,18,68,79,1746,Germany,1. FC Nürnberg
5090,B. Hamalainen,24,68,70,1876,Denmark,KRC Genk
5091,C. Mulgrew,27,68,70,1911,Scotland,Celtic
5093,R. Živković,16,68,83,1591,Netherlands,FC Groningen
5094,A. Crofts,29,68,68,1887,Wales,Brighton & Hove Albion
5095,L. Grimi,28,68,68,1867,Argentina,Godoy Cruz
5096,R. Funes Mori,22,68,73,1697,Argentina,River Plate
5097,L. de Sa,20,68,74,1598,Netherlands,Ajax
5098,Rodrigo Souza,25,68,69,1705,Brazil,Criciúma
5099,M. Samassa,23,68,72,1245,Mali,En Avant de Guingamp
5100,U. Ćosić,20,68,76,1597,Serbia,Pescara
5101,Vanderlei,25,68,70,1604,Brazil,Daejeon Citizen
5102,B. Dabanli,23,68,72,1498,Turkey,1. FC Nürnberg
5103,Feijão,19,68,77,1796,Brazil,Bahia
5104,K. Madsen,24,68,72,1583,Norway,Strømsgodset IF
5105,V. Giraldo,27,68,68,1890,Colombia,Deportivo Cali
5106,R. Chen,19,68,76,1517,Panama,SV Zulte-Waregem
5107,P. Bianco,35,68,68,1420,Italy,Sassuolo
5108,N. Ramos,31,68,68,1188,Colombia,Millonarios FC
5109,Y. Candelo,21,68,74,2004,Colombia,Deportivo Cali
5110,N. Domínguez,23,68,74,1869,Argentina,Rosario Central
5111,M. Chrisantus,22,68,75,1614,Nigeria,UD Las Palmas
5112,C. Dawson,23,68,76,1513,England,West Bromwich Albion
5113,N. Dicko,21,68,76,1702,France,Wolverhampton Wanderers
5114,Ricardo,32,68,68,1621,Cape Verde,FC Paços de Ferreira
5115,R. Jönsson,23,68,75,1643,Sweden,Aalborg BK
5116,M. Lekven,25,68,73,1869,Norway,Esbjerg fB
5117,A. Chermiti,25,68,72,1769,Tunisia,FC Zürich
5118,Tozé,20,68,79,1890,Portugal,FC Porto
5119,A. Miljković,23,68,69,1717,Serbia,SC Braga
5120,C. Del Grosso,30,68,68,1816,Italy,Atalanta
5121,M. Olivi,30,68,68,1740,Argentina,Colo-Colo
5122,Caetano,22,68,74,1672,Portugal,Gil Vicente FC
5123,Esquerdinha,23,68,74,1660,Brazil,Goiás
5124,Esquerdinha,23,68,74,1660,Brazil,Goiás
5125,R. Elliot,27,68,71,1269,Republic of Ireland,Newcastle United
5126,A. Hansen,23,68,75,1250,Norway,Odds BK
5127,S. Toro,23,68,76,1605,Chile,Colo-Colo
5128,D. Bulthuis,23,68,74,1638,Netherlands,FC Utrecht
5130,F. Sánchez,23,68,71,1680,Argentina,Club Atlético Tigre
5131,J. Choplin,28,68,70,1584,France,FC Metz
5132,J. Álvarez,32,68,68,1733,Venezuela,CD Numancia
5133,B. Sigurðarson,21,68,73,1770,Iceland,Molde FK
5134,M. Antonio,23,68,75,1828,England,Sheffield Wednesday
5135,A. Kolomeitsev,24,68,74,1804,Russia,Amkar Perm
5136,Crivellaro,24,68,71,1666,Brazil,Vitória Guimarães
5137,C. Llama,27,68,70,1902,Argentina,Tiburones Rojos de Veracruz
5138,F. Ben Khalfallah,30,68,68,1724,Tunisia,ESTAC Troyes
5139,P. Robinson,31,67,67,1528,England,Millwall
5140,J. Cardy,31,67,67,1807,France,AC Arles Avignon
5141,Antonio López,31,67,67,1845,Spain,RCD Mallorca
5142,K. Abdallah,26,67,71,1571,Comoros,Évian Thonon Gaillard FC
5143,R. Lechleiter,32,67,67,1769,Germany,VfR Aalen
5144,S. Berahino,19,67,82,1675,England,West Bromwich Albion
5145,E. Guarna,27,67,67,1262,Italy,Bari
5146,Y. Opazo,28,67,67,1664,Chile,CD O'Higgins
5147,J. Holland,24,67,71,1837,Australia,FK Austria Wien
5148,G. Fernandez,27,67,67,1728,Netherlands,PEC Zwolle
5149,A. Fernández,27,67,67,1771,Uruguay,Chicago Fire
5150,D. Łukasik,22,67,73,1755,Poland,Legia Warszawa
5151,P. Robinson,34,67,67,1639,England,Birmingham City
5152,O. Skúlason,30,67,67,1811,Iceland,SV Zulte-Waregem
5153,M. van der Maarel,23,67,70,1700,Netherlands,FC Utrecht
5154,K. Triantafyllopoulos,20,67,74,1433,Greece,Panathinaikos FC
5155,N. Karelis,21,67,73,1703,Greece,Panathinaikos FC
5156,David Cortés,33,67,67,1668,Spain,Real Zaragoza
5157,S. Schachten,28,67,67,1717,Germany,FC St. Pauli
5158,I. Sigurdsson,31,67,67,1721,Iceland,Viking FK
5159,M. Pourié,22,67,71,1629,Germany,SV Zulte-Waregem
5160,L. Chambers,27,67,68,1524,England,Ipswich Town
5161,Jung Sung Ryong,28,67,67,1195,Korea Republic,Suwon Samsung Bluewings
5162,G. Givet,31,67,67,1510,France,AC Arles Avignon
5163,M. Petkovic,34,67,67,1299,Germany,Eintracht Braunschweig
5164,M. Fernández,27,67,67,1649,Venezuela,CD Antofagasta
5165,Erik Morán,22,67,71,1627,Spain,Athletic Club de Bilbao
5166,Elivélton,21,67,75,1505,Brazil,Fluminense
5167,D. Di Michele,37,67,67,1720,Italy,Urbs Reggina 1914 
5168,R. Nuzzolo,29,67,67,1777,Switzerland,BSC Young Boys
5169,U. Hünemeier,27,67,68,1703,Germany,SC Paderborn 07
5170,D. Goodwillie,24,67,70,1771,Scotland,Blackpool
5171,P. Lugüercio,31,67,67,1745,Argentina,Club Olimpo
5172,T. Brzyski,31,67,67,1963,Poland,Legia Warszawa
5173,A. Mazzarani,23,67,74,1787,Italy,Modena
5174,Fagner,25,67,69,1721,Brazil,Busan IPark
5175,K. Wæhler,37,67,67,1390,Norway,IFK Göteborg
5176,Xabi Castillo,27,67,67,1768,Spain,UD Las Palmas
5177,S. Gashi,24,67,70,1902,Albania,Grasshopper Club Zürich
5178,C. Sloth,21,67,76,1686,Denmark,Aarhus GF
5179,A. Guerra,27,67,67,1657,Venezuela,Atlético Nacional
5180,Matheus,24,67,70,1709,Brazil,Daegu FC
5181,D. Verbeek,22,67,71,1607,Netherlands,NAC Breda
5182,J. Mojica,20,67,74,1761,Colombia,Deportivo Cali
5183,P. Barrios,22,67,70,1631,Argentina,Belgrano de Córdoba
5184,Wanderson,25,67,70,1625,Brazil,Portuguesa de Desportos
5185,Wanderson,25,67,70,1625,Brazil,Portuguesa de Desportos
5186,Fran Rico,25,67,68,1773,Spain,Granada CF
5187,M. Albertazzi,22,67,75,1667,Italy,Hellas Verona
5188,A. Nahuelpán,26,67,72,1735,Argentina,Club Atlético Tigre
5189,A. Papazoglou,24,67,70,1495,Greece,Olympiacos CFP
5190,Jorge Larena,31,67,67,1741,Spain,RC Recreativo de Huelva
5191,L. Lawrence,31,67,67,1832,Republic of Ireland,Barnsley
5192,J. Buijs,24,67,68,1848,Netherlands,NAC Breda
5193,P. Hofmann,20,67,78,1547,Germany,FC Ingolstadt 04
5194,F. Olinga,17,67,83,1680,Cameroon,SV Zulte-Waregem
5196,H. Al Hamad,25,67,70,1748,Saudi Arabia,Ettifaq FC
5197,Choi Hyo Jin,29,67,67,1917,Korea Republic,FC Seoul
5198,G. Gorskav,23,67,75,1739,Romania,Terek Grozny
5200,X. Pentecôte,26,67,67,1711,France,OGC Nice
5201,Miguel Pedro,29,67,67,1683,Portugal,Vitória de Setúbal
5202,F. Porcari,29,67,67,1852,Italy,Carpi
5203,B. Martin,28,67,68,1574,France,KV Kortrijk
5204,D. Cox,25,67,69,1733,England,Leyton Orient
5205,A. Escoto,20,67,73,1617,Mexico,Querétaro
5206,J. Hendrix,18,67,76,1674,Netherlands,PSV
5207,D. González,30,67,67,1292,Colombia,Rionegro Águilas
5208,M. Miśkiewicz,24,67,68,1259,Poland,Wisła Kraków
5209,Y. Del Valle,23,67,72,1715,Venezuela,FC Paços de Ferreira
5210,D. Dudka,29,67,67,1789,Poland,Wisła Kraków
5211,L. Rupp,22,67,73,1779,Germany,Borussia Mönchengladbach
5212,Z. Malinkov,29,67,67,1792,Bulgaria,FC Tom Tomsk
5213,R. Maniero,25,67,73,1612,Italy,Pescara
5214,E. Ledesma,25,67,71,1773,Argentina,Middlesbrough
5215,B. Lecomte,22,67,74,1172,France,Dijon FCO
5216,F. Seymour,25,67,73,1868,Chile,Spezia
5217,T. Gebauer,31,67,67,1276,Germany,SV Ried
5218,L. Balogun,25,67,70,1675,Germany,Fortuna Düsseldorf
5219,Carlos Delgado,23,67,72,1670,Spain,Valencia CF
5220,J. Jørgensen,24,67,71,1838,Norway,Viking FK
5221,C. Fawcett,28,67,67,1678,Colombia,Junior FC
5222,L. Trałka,29,67,67,1850,Poland,Lech Poznań
5223,D. de Ridder,29,67,67,1743,Netherlands,RKC Waalwijk
5224,J. Paterson,21,67,72,1703,England,Nottingham Forest
5225,M. Yattara,19,67,76,1588,Guinea,Angers SCO
5226,N. Aké,18,67,82,1789,Netherlands,Chelsea
5227,F. Fabra,22,67,72,1651,Colombia,Deportivo Cali
5228,A. Bocchetti,33,67,67,1601,Italy,Pescara
5229,O. Hawsawi,29,67,67,1369,Saudi Arabia,Al Ahli
5230,S. Verdi,20,67,76,1671,Italy,Empoli
5231,Cha Du Ri,32,67,67,1853,Korea Republic,FC Seoul
5232,B. Carrasco,22,67,79,1901,Chile,Audax Italiano
5233,J. Schunke,26,67,68,1244,Argentina,Estudiantes de La Plata
5234,A. Sinitsin,25,67,67,1271,Russia,FC Krasnodar
5235,T. Dalgaard,29,67,67,1550,Denmark,Viborg FF
5236,L. Bailly,27,67,69,1310,Belgium,Oud-Heverlee Leuven
5237,L. Pavoletti,24,67,75,1541,Italy,Varese
5238,J. Zoua,21,67,77,1724,Cameroon,Hamburger SV
5239,Manquillo,19,67,80,1761,Spain,Atlético Madrid
5240,C. Grindheim,29,67,67,1809,Norway,Vålerenga Fotball
5241,N. Vujadinović,26,67,69,1457,Montenegro,SK Sturm Graz
5242,Portillo,31,67,67,1619,Spain,Hércules CF
5243,S. Rizzato,31,67,67,1876,Italy,Trapani
5244,F. Andrada,19,67,74,1587,Argentina,River Plate
5245,C. Baeza,19,67,78,1859,Chile,Colo-Colo
5246,C. Baeza,19,67,78,1859,Chile,Colo-Colo
5247,Diego Sacoman,26,67,71,1632,Brazil,Ponte Preta
5248,S. Alibaz,23,67,72,1694,Turkey,Karlsruher SC
5249,P. McShane,27,67,67,1585,Republic of Ireland,Hull City
5250,T. Smith,33,67,67,1714,England,Cardiff City
5251,K. Al Zylaeei,26,67,68,1642,Saudi Arabia,Al Nassr
5252,Douglas Coutinho,19,67,82,1679,Brazil,Atlético Paranaense
5253,F. Harek,30,67,67,1763,Algeria,Sporting Club de Bastia
5254,C. Stewart,22,67,73,1704,England,Leeds United
5255,T. Lees,22,67,72,1632,England,Leeds United
5256,G. Ramos,27,67,67,1675,Cape Verde,Roda JC Kerkrade
5257,J. Correa,18,67,75,1745,Argentina,Estudiantes de La Plata
5258,J. Lange,27,67,67,1675,Denmark,Aarhus GF
5259,A. Prudnikov,24,67,73,1662,Russia,Rubin Kazan
5260,P. Green,30,67,67,1871,Republic of Ireland,Ipswich Town
5261,N. Morantes,37,67,67,1664,Colombia,Envigado FC
5262,M. Zieńczuk,34,67,67,1781,Poland,Ruch Chorzów
5263,S. Baldock,24,67,75,1721,England,Bristol City
5264,Jofre,33,67,67,1650,Spain,Girona FC
5265,Y. Hersi,30,67,67,1727,Netherlands,Western Sydney Wanderers
5266,D. Guidileye,23,67,75,1673,Mauritania,Stade Brestois 29
5267,K. Vassiljev,28,67,67,1833,Estonia,Amkar Perm
5268,S. Al Faraj,23,67,69,1785,Saudi Arabia,Al Hilal
5269,I. Vrdoljak,29,67,67,1695,Croatia,Legia Warszawa
5270,H. Hernández,31,67,67,1610,Colombia,La Equidad
5271,Ayoze Pérez,19,67,78,1643,Spain,CD Tenerife
5272,L. Dyer,30,67,67,1642,England,Leicester City
5273,E. Galeković,32,67,67,1332,Australia,Adelaide United
5274,S. Vanegas,36,67,67,1398,Colombia,Rionegro Águilas
5275,M. Masango,23,67,69,1665,South Africa,Kaizer Chiefs
5276,V. Berisha,20,67,76,1916,Norway,FC Red Bull Salzburg
5277,A. Lagos,21,67,75,1814,Greece,Panathinaikos FC
5278,J. Delgado,20,67,70,1691,Chile,Colo-Colo
5279,K. Hämäläinen,26,67,69,1787,Finland,Lech Poznań
5280,Eron,21,67,76,1858,Brazil,Atlético Mineiro
5281,E. Kachunga,21,67,76,1649,Germany,SC Paderborn 07
5282,D. Verhulst,25,67,70,1298,Belgium,Sporting Lokeren
5283,D. Kolodin,31,67,67,1864,Russia,Volga Nizhny Novgorod
5284,A. Rochat,30,67,67,1873,Switzerland,BSC Young Boys
5285,F. Ehret,33,67,67,1831,France,Évian Thonon Gaillard FC
5286,M. Urruti,22,67,75,1609,Argentina,Portland Timbers
5287,M. Caire,24,67,74,1703,Argentina,Club Atlético Colón
5288,J. McInerney,20,67,75,1771,United States,Montreal Impact
5289,O. Ademi,21,67,72,1611,Switzerland,Eintracht Braunschweig
5290,R. Naranjo,33,67,67,1221,Chile,Deportes Iquique
5291,Rafa Jordá,29,67,67,1581,Spain,Siena
5292,S. De Petter,27,67,68,1817,Belgium,KV Mechelen
5293,A. Walke,30,67,67,1273,Germany,FC Red Bull Salzburg
5294,F. Flores,26,67,70,1665,Chile,Colo-Colo
5295,J. Vergara,19,67,81,1392,Colombia,Parma
5296,N. Helenius,22,67,76,1670,Denmark,Aston Villa
5297,L. Baloyi,22,67,70,1655,South Africa,Kaizer Chiefs
5298,F. Pancrate,33,67,67,1668,France,FC Nantes
5299,P. Fabian,25,67,69,1340,Germany,VfL Bochum 1848
5300,Manu,27,67,70,1278,Spain,AD Alcorcón
5301,M. Oussalah,31,67,67,1913,Belgium,KV Kortrijk
5302,M. Deplagne,21,67,73,1701,France,Montpellier HSC
5303,R. Clark,30,67,67,1864,United States,Houston Dynamo
5304,M. Bianchetti,20,67,81,1473,Italy,Spezia
5305,Elton,23,67,74,1726,Brazil,Internacional
5306,S. O'Keefe,22,67,74,1789,England,Crystal Palace
5307,S. O'Keefe,22,67,74,1789,England,Crystal Palace
5308,S. Þorsteinsson,27,67,67,1791,Iceland,Viking FK
5309,A. Rivas,28,67,67,1828,Colombia,Patriotas Boyacá FC
5310,G. Corral,22,67,68,1826,Mexico,Querétaro
5311,L. Moore,20,67,82,1562,England,Leicester City
5312,Santamaría,28,67,69,1293,Spain,SD Ponferradina
5313,J. Larsson,23,67,70,1910,Sweden,IF Elfsborg
5314,R. Berič,22,67,75,1609,Slovenia,SK Sturm Graz
5315,Kim Seung Dae,22,67,71,1697,Korea Republic,Pohang Steelers
5316,R. Taucare,30,67,67,1508,Chile,Deportes Iquique
5317,G. Graciani,20,67,74,1848,Argentina,Club Atlético Colón
5318,C. Sørensen,35,67,67,1748,Denmark,Randers FC
5319,F. Bellugou,26,67,70,1764,France,AS Nancy Lorraine
5320,J. Alvbåge,30,67,67,1213,Sweden,IFK Göteborg
5321,J. Valencia,31,67,67,1676,Colombia,La Equidad
5322,C. Bermúdez,26,67,72,1704,Mexico,Querétaro
5323,I. Tričkovski,26,67,68,1737,FYR Macedonia,Waasland-Beveren
5324,D. Cowie,30,67,67,1849,Scotland,Cardiff City
5325,Alberto,28,67,69,1323,Spain,Real Sporting de Gijón
5326,E. Pimentel,23,67,75,1608,Mexico,Club América
5327,Javi Flaño,28,67,67,1724,Spain,CD Mirandés
5328,Roberto Torres,24,67,72,1763,Spain,CA Osasuna
5329,Ricardo Ribeiro,23,67,74,1251,Portugal,Estoril Praia
5330,Fabricio,25,67,70,1312,Spain,Deportivo de La Coruña
5331,D. Castaño,34,67,67,1751,Argentina,Club Atlético Tigre
5332,J. Estrada,30,67,67,1800,Colombia,Patriotas Boyacá FC
5333,C. Bieler,29,67,67,1690,Argentina,Sporting Kansas City
5334,H. Drost,26,67,68,1613,Netherlands,NAC Breda
5335,Y. Salibur,22,67,73,1763,France,Clermont Foot 63
5336,A. Galabinov,24,67,68,1571,Bulgaria,Avellino
5337,R. Philp,24,67,72,1733,Romania,FC Augsburg
5338,Nuñez,34,67,67,1609,Spain,Deportivo de La Coruña
5339,A. Coulibaly,32,67,67,1513,Mali,AJ Auxerre
5340,M. Campos Toro,24,67,73,1861,Chile,Unión Española
5341,H. Henao,26,67,69,1864,Colombia,Once Caldas
5342,I. Fuentes,31,67,67,1545,Chile,CD Antofagasta
5343,G. Bussmann,22,67,74,1829,France,FC Metz
5344,C. Forsyth,24,67,70,1797,Scotland,Derby County
5345,L. Ríos,30,67,67,1735,Argentina,Boyacá Chicó FC
5346,C. Skuse,27,67,69,1870,England,Ipswich Town
5347,S. Ristić,31,67,67,1751,FYR Macedonia,Jeonnam Dragons
5348,G. Pezzella,22,67,74,1479,Argentina,River Plate
5349,T. Van Acker,21,67,76,1813,Belgium,KSV Cercle Brugge
5350,T. Bruns,21,67,73,1872,Netherlands,Heracles Almelo
5351,J. Roussillon,20,67,78,1625,France,FC Sochaux-Montbéliard
5352,A. Kaji,33,67,67,1796,Japan,Chivas USA
5353,S. Davies,25,67,69,1868,England,Blackpool
5354,B. Evans,28,67,67,1921,United States,Seattle Sounders FC
5355,M. Mendler,20,67,75,1660,Germany,SV Sandhausen
5356,P. Sammarco,30,67,67,1855,Italy,Spezia
5357,Carles Planas,22,67,78,1736,Spain,FC Barcelona B
5358,R. Miyaichi,20,67,77,1586,Japan,Arsenal
5359,L. Navarro,21,67,75,1900,Argentina,San Lorenzo de Almagro
5360,J. Horn,26,67,70,1520,Norway,Strømsgodset IF
5361,D. Addy,23,67,73,1832,Ghana,Vitória Guimarães
5362,E. Saveljich,22,67,73,1457,Argentina,Racing Club
5363,R. Farfán,21,67,77,1683,Chile,Universidad de Chile
5364,E. Castro,24,67,68,1518,Mexico,Club Tijuana
5365,A. Ring,22,67,73,1910,Finland,1. FC Kaiserslautern
5366,Bruno Lopes,26,67,67,1582,Brazil,Estoril Praia
5367,A. Zito,27,67,70,1904,Italy,Ternana
5368,A. Zito,27,67,70,1904,Italy,Ternana
5369,Pintassilgo,28,67,67,1814,Portugal,FC Arouca
5370,Carlinhos,26,67,68,1876,Brazil,Coritiba
5371,R. Žulj,21,67,70,1588,Austria,FC Red Bull Salzburg
5372,S. Anđelković,27,67,69,1599,Slovenia,Palermo
5373,M. Chopra,29,67,67,1720,England,Blackpool
5374,D. Dalla Bona,29,67,67,1800,Italy,Modena
5375,R. Foran,33,67,67,1845,Republic of Ireland,Inverness Caledonian Thistle
5376,M. Dijks,20,67,73,1665,Netherlands,SC Heerenveen
5377,M. Lemina,19,67,75,1781,France,Olympique de Marseille
5378,Silvinho,22,67,74,1683,Brazil,Criciúma
5379,R. Peiser,33,67,67,1244,France,Associação Académica de Coimbra
5380,João Vilela,27,67,70,1845,Portugal,Gil Vicente FC
5381,Cho Chan Ho,27,67,67,1795,Korea Republic,Pohang Steelers
5382,E. Shipitsin,28,67,70,1780,Russia,FC Krasnodar
5383,Paulo Regula,24,67,73,1799,Portugal,SC Olhanense
5384,W. Biebauw,29,67,67,1152,Belgium,KV Mechelen
5385,J. Lacerda,26,67,70,1738,Uruguay,Santos Laguna
5386,M. Flores,27,67,69,1645,Argentina,Central Coast Mariners
5387,C. Arias,25,67,68,1551,Colombia,Once Caldas
5388,L. Benegas,24,67,71,1616,Argentina,Unión La Calera
5389,H. Daníelsson,31,67,67,1693,Iceland,Os Belenenses
5390,D. Kreilach,24,67,73,1772,Croatia,1. FC Union Berlin
5391,M. Biset,27,67,67,1571,Belgium,KV Mechelen
5392,A. Torassa,24,67,70,1593,Argentina,All Boys
5393,J. King,21,67,74,1686,Norway,Blackburn Rovers
5394,Javi Jiménez,26,67,74,1324,Spain,Levante UD
5395,D. Novoa,24,67,71,1227,Colombia,La Equidad
5396,J. Abella,19,67,72,1791,Mexico,Santos Laguna
5397,Henrique,22,67,72,1932,Brazil,Portuguesa de Desportos
5398,M. Aoudia,26,67,71,1606,Algeria,SG Dynamo Dresden
5399,F. Hasani,23,67,74,1786,FYR Macedonia,Brøndby IF
5401,B. Bereszyński,20,67,73,1897,Poland,Legia Warszawa
5402,D. Lagos,27,67,67,1742,Argentina,U.N.A.M.
5403,F. Holland,22,67,70,1716,Germany,Hertha BSC
5405,Guilherme Camacho,23,67,73,1664,Brazil,Flamengo
5406,C. van der Gun,34,67,67,1745,Netherlands,FC Utrecht
5407,M. Dausch,27,67,69,1791,Germany,1. FC Union Berlin
5408,F. Caserta,34,67,67,1802,Italy,Castellammare di Stabia
5409,R. Reynaud,30,67,67,1465,France,Oud-Heverlee Leuven
5411,A. Limia,37,67,67,1264,Argentina,Arsenal de Sarandí
5412,C. Strohdiek,25,67,70,1356,Germany,SC Paderborn 07
5413,C. Pontius,25,67,72,1868,United States,DC United
5414,M. Politano,19,67,74,1545,Italy,Pescara
5415,D. Van Gijseghem,25,67,69,1616,Belgium,RAEC Mons
5416,M. Leigertwood,30,67,67,1753,Antigua & Barbuda,Reading
5417,K. Gorkšs,31,67,67,1486,Latvia,Reading
5418,G. Loovens,29,67,67,1434,Netherlands,Sheffield Wednesday
5419,C. Palomeque,19,67,75,1759,Colombia,Once Caldas
5420,F. Johnsen,39,67,67,1652,Norway,Odds BK
5421,X. Baez,25,67,68,1885,Mexico,Cruz Azul
5422,L. Bolaños,28,67,67,1720,Ecuador,Chivas USA
5423,R. Hall,19,67,78,1712,England,Bolton Wanderers
5424,Ramiro,20,67,71,1763,Brazil,Grêmio
5425,R. Ovelar,27,67,67,1672,Paraguay,Junior FC
5426,S. Salinas,27,67,67,1772,United States,San Jose Earthquakes
5427,Luiz Gustavo,19,67,72,1523,Brazil,Vitória
5428,Luciano,20,67,78,1699,Brazil,Corinthians
5429,Luciano,20,67,78,1699,Brazil,Corinthians
5430,O. Barsottini,31,67,67,1589,Argentina,Gimnasia y Esgrima La Plata
5431,R. Murawski,31,67,67,1823,Poland,Pogoń Szczecin
5432,J. Poulsen,29,67,67,1798,Denmark,FC Midtjylland
5433,R. Johnson,25,67,70,1759,Benin,Sheffield Wednesday
5434,S. Maierhofer,30,67,67,1554,Austria,Millwall
5435,D. Gordon,28,67,67,1714,Jamaica,Karlsruher SC
5436,W. Orban,20,67,71,1438,Germany,1. FC Kaiserslautern
5437,V. Gragnic,30,67,67,1761,France,Nîmes Olympique
5438,I. Opara,24,67,70,1675,United States,Sporting Kansas City
5439,M. Lorentzson,28,67,67,1817,Sweden,AIK
5440,G. De Feudis,29,67,67,1854,Italy,Cesena
5441,I. Ouali,25,67,73,1699,France,SG Dynamo Dresden
5442,A. Pelletieri,31,67,67,1820,Argentina,Chivas USA
5443,C. Fuentes,20,67,76,1872,Chile,CD O'Higgins
5445,P. Araujo,25,67,68,1814,Mexico,Guadalajara
5446,O. Mares,26,67,69,1892,Mexico,Santos Laguna
5447,William Barbio,20,67,76,1827,Brazil,Bahia
5448,Sergio Tejera,23,67,76,1842,Spain,Deportivo Alavés
5449,D. Meyler,24,67,72,1833,Republic of Ireland,Hull City
5450,J. Muñoz Mustafá,33,67,67,1634,Argentina,Jaguares de Chiapas
5451,A. Colón,26,67,68,1734,Ecuador,Pachuca
5452,H. Muath,27,67,68,1915,Saudi Arabia,Al Shabab
5453,A. Iunco,29,67,67,1806,Italy,Trapani
5454,B. Capon,25,67,69,1920,Belgium,KV Kortrijk
5455,S. Yatabaré,24,67,76,1823,Mali,Sporting Club de Bastia
5456,R. Métanire,23,67,73,1681,France,FC Metz
5457,E. Manu,19,67,77,1720,Netherlands,SC Cambuur
5458,J. Sutton,29,67,67,1586,England,Motherwell
5459,Ruiz de Galarreta,19,67,77,1634,Spain,CD Mirandés
5460,F. Barba,19,67,70,1454,Italy,Empoli
5461,D. Khodzhaniyazov,16,67,81,1747,Turkmenistan,Amkar Perm
5462,F. Ulvestad,21,67,76,1852,Norway,Aalesunds FK
5463,E. Jakupović,28,67,67,1295,Switzerland,Hull City
5464,I. Lores Varela,22,67,79,1588,Uruguay,Bari
5465,M. Campaz,25,67,68,1654,Colombia,Deportivo Pasto
5466,L. Peltier,26,67,67,1667,England,Nottingham Forest
5467,F. Affranchino,23,67,72,1813,Argentina,Belgrano de Córdoba
5468,L. Tomlin,24,67,74,1759,England,Middlesbrough
5469,A. Martynovich,25,67,71,1591,Belarus,FC Krasnodar
5470,K. Kanga,22,67,75,1715,Gabon,FC Rostov
5471,N. Pulzetti,29,67,67,1853,Italy,Siena
5472,C. Sammon,26,67,69,1723,Republic of Ireland,Derby County
5473,D. Devdariani,25,67,68,1700,Georgia,Aarhus GF
5474,Z. Korcsmár,24,67,74,1575,Hungary,SpVgg Greuther Fürth
5475,Douglas Silva,29,67,67,1564,Brazil,FC Red Bull Salzburg
5476,E. Huws,19,67,78,1779,Wales,Birmingham City
5477,R. Ramírez,23,67,74,1734,Paraguay,Deportivo Cali
5478,Guly do Prado,31,67,67,1781,Brazil,Southampton
5479,Bruno Pires,21,67,71,1566,Brazil,Jaguares de Chiapas
5480,Collantes,30,67,67,1687,Spain,CE Sabadell FC
