,Name,Age,Overall,Potential,Special,Nationality,Club
6270,M. Antonio,22,66,73,1735,England,Sheffield Wednesday
6271,J. Siebenhandl,22,66,72,1145,Austria,SC Wiener Neustadt
6272,A. Kolomeitsev,23,66,74,1760,Russia,Amkar Perm
6273,B. Ślusarski,30,66,66,1714,Poland,Lech Poznań
6274,Falcón,28,66,70,1172,Spain,Hércules CF
6275,Luso,27,66,69,1812,Spain,Girona FC
6276,D. Sjölund,29,66,66,1784,Finland,Åtvidabergs FF
6277,Tobi,33,66,66,1658,Brazil,Sport Club do Recife
6278,H. Maguire,19,66,75,1363,England,Sheffield United
6279,R. Anderson,33,66,66,1464,Scotland,Aberdeen
6280,M. Weiser,18,66,82,1659,Germany,1. FC Kaiserslautern
6281,S. Monsoreau,31,66,66,1551,France,ESTAC Troyes
6282,F. Sirieix,31,66,66,1851,France,Toulouse Football Club
6283,F. Sirieix,31,66,66,1851,France,Toulouse Football Club
6284,Lafuente,29,65,65,1644,Spain,SD Ponferradina
6285,S. Wuytens,22,65,71,1712,Belgium,Beerschot AC
6286,D. McGregor,26,65,65,1524,Scotland,St. Mirren
6287,D. Fällman,22,65,65,1390,Sweden,Gefle IF
6288,P. Robinson,33,65,65,1660,England,Birmingham City
6289,S. Carrasco,23,65,67,1830,United States,Houston Dynamo
6290,D. Trela,22,65,67,1059,Poland,Piast Gliwice
6291,A. Considine,25,65,67,1437,Scotland,Aberdeen
6292,O. Söderberg,21,65,75,967,Sweden,Molde FK
6293,D. de Buen,20,65,72,1856,Mexico,Puebla FC
6294,Ouka,28,65,66,1504,Egypt,Lierse SK
6295,V. Perales,21,65,69,1444,Mexico,Guadalajara
6296,M. Pourié,21,65,73,1481,Germany,Silkeborg IF
6297,J. Riley,29,65,65,1682,United States,DC United
6298,A. Keita,26,65,69,1687,Mali,Associação Académica de Coimbra
6299,S. Parnaby,29,65,65,1684,England,Middlesbrough
6300,Michel,31,65,65,1861,Brazil,FC Dallas
6301,Saborit,20,65,71,1718,Spain,Athletic Club de Bilbao
6302,A. Benali,20,65,79,1725,Libya,Brescia
6303,Z. Scott,31,65,65,1640,United States,Seattle Sounders FC
6304,N. Lodberg,31,65,65,1655,Denmark,SønderjyskE
6305,P. Stano,34,65,65,1652,Slovakia,Korona Kielce
6306,J. Mason,21,65,76,1649,Republic of Ireland,Cardiff City
6307,A. Nieto,20,65,74,1713,Mexico,U.N.A.M.
6308,M. Courgnaud,21,65,73,1584,France,Dijon FCO
6309,Morán,21,65,71,1601,Spain,Athletic Club de Bilbao
6310,L. Cort,32,65,65,1442,Guyana,Charlton Athletic
6311,P. Diouf,26,65,72,1670,Senegal,FC København
6312,G. Friend,24,65,67,1767,England,Middlesbrough
6313,G. Wijnaldum,19,65,73,1778,Netherlands,AZ Alkmaar
6314,P. Kisnorbo,31,65,65,1454,Australia,Ipswich Town
6315,F. Heller,30,65,65,1835,Germany,FC Ingolstadt 04
6316,C. Kinkela,30,65,65,1661,DR Congo,Moreirense FC
6317,J. Lössl,23,65,69,1160,Denmark,FC Midtjylland
6318,C. Fauré,33,65,65,1602,France,En Avant de Guingamp
6319,O. Davidas,30,65,65,1758,France,GFC Ajaccio
6320,S. Wils,29,65,65,1517,Belgium,KSV Cercle Brugge
6321,R. Foster,26,65,66,1653,Scotland,Bristol City
6322,R. Schwartz,22,65,69,1579,Denmark,Randers FC
6323,A. Madouni,31,65,65,1370,Algeria,FC Nantes
6324,Cristiano,21,65,74,1032,Portugal,SC Braga
6325,Kader,20,65,73,1633,Tunisia,Atlético Madrid
6326,Jorge Larena,30,65,65,1643,Spain,SD Huesca
6328,J. Buijs,23,65,67,1837,Netherlands,NAC Breda
6329,M. Olsson,24,65,74,1761,Sweden,Blackburn Rovers
6330,J. Novota,28,65,66,1011,Slovakia,SK Rapid Wien
6331,P. Hofmann,19,65,76,1479,Germany,SC Paderborn 07
6332,Máyor,28,65,65,1607,Spain,SD Ponferradina
6333,Cabral,23,65,70,1795,Switzerland,FC Basel 1893
6334,V. Ruefli,24,65,72,1703,Switzerland,Servette FC
6335,J. Scotland,33,65,65,1601,Trinidad & Tobago,Barnsley
6336,M. Kelemen,32,65,65,962,Slovakia,Śląsk Wrocław
6337,D. Ward,21,65,76,1709,England,Huddersfield Town
6338,B. Genton,32,65,65,1409,France,Le Havre AC
6339,João Luiz,26,65,67,1735,Brazil,Clube Sport Marítimo
6340,I. Baldanzeddu,26,65,68,1691,Italy,Castellammare di Stabia
6341,Ko Yo Han,24,65,68,1754,Korea Republic,FC Seoul
6342,Marcos Gullón,23,65,70,1685,Spain,Racing Santander
6343,Park Yong Ho,31,65,65,1662,Korea Republic,Busan IPark
6344,Park Yong Ho,31,65,65,1662,Korea Republic,Busan IPark
6345,A. Escoto,20,65,69,1578,Mexico,Querétaro
6346,K. Thompson,27,65,68,1734,Belgium,Oud-Heverlee Leuven
6347,D. Ings,20,65,74,1571,England,Burnley
6348,M. Dreyer,23,65,68,1066,France,ESTAC Troyes
6349,M. Gaus,22,65,68,1712,Germany,FSV Frankfurt
6350,Matheus,23,65,71,1041,Brazil,Grêmio
6351,N. Dumitru,20,65,78,1639,Italy,Cittadella
6352,Tiago Ferreira,18,65,79,1504,Portugal,FC Porto
6353,Raúl Cámara,28,65,65,1793,Spain,Xerez Club Deportivo
6354,F. Acheampong,18,65,77,1654,Ghana,RSC Anderlecht
6355,C. Amri,27,65,67,1605,Algeria,1. FC Kaiserslautern
6356,F. Santana,26,65,71,1712,Mexico,U.N.A.M.
6357,J. Dudgeon,21,65,69,1663,Northern Ireland,Hull City
6358,Y. Tafer,21,65,77,1609,France,FC Lausanne-Sport
6359,Fernandinho,26,65,70,1782,Brazil,Palmeiras
6360,J. Wießmeier,19,65,74,1634,Germany, SSV Jahn Regensburg
6361,T. Strobl,22,65,72,1639,Germany,1. FC Köln
6362,M. Al Bishi,25,65,66,1344,Saudi Arabia,Al Nassr
6363,C. Valeri,27,65,66,1763,Australia,Sassuolo
6364,A. Okugo,21,65,75,1777,United States,Philadelphia Union
6365,L. Trałka,28,65,68,1857,Poland,Lech Poznań
6366,A. Richards,21,65,79,1703,Wales,Crystal Palace
6367,B. Hamer,24,65,70,1125,England,Charlton Athletic
6368,C. Sheridan,23,65,71,1540,Republic of Ireland,Kilmarnock
6369,M. Lindström,32,65,65,1827,Sweden,Helsingborgs IF
6370,L. Carey,35,65,65,1425,Scotland,Bristol City
6371,M. Silvestri,21,65,78,1023,Italy,Padova
6372,R. Donnelly,20,65,76,1643,Northern Ireland,Swansea City
6373,B. Ława,33,65,65,1767,Poland,Pogoń Szczecin
6374,R. Wellens,32,65,65,1777,England,Leicester City
6375,R. Johansen,21,65,73,1947,Norway,Tromsø IL
6376,J. Bizera,32,65,65,1516,Uruguay,Atlante
6377,T. Akahoshi,26,65,65,1655,Japan,Pogoń Szczecin
6378,M. Roberts,28,65,65,1499,England,Stevenage
6379,D. Milicevic,26,65,66,1622,Switzerland,Sporting de Charleroi
6380,D. Prutton,30,65,65,1759,England,Sheffield Wednesday
6381,C. Beauvue,24,65,67,1749,France,Sporting Club de Bastia
6382,M. Duffy,25,65,67,1587,England,Scunthorpe United
6383,V. Guajardo,21,65,72,1651,Mexico,Monarcas Morelia
6384,P. Kristensen,25,65,70,1792,Denmark,Aalborg BK
6385,J. Chibuike,23,65,69,1590,Nigeria,Rosenborg BK
6386,H. Ziyech,19,65,74,1706,Netherlands,SC Heerenveen
6387,P. Zoundi,29,65,65,1567,Burkina Faso,1. FC Union Berlin
6388,Casado,23,65,72,1664,Spain,Real Madrid Castilla
6389,M. Lebedyński,21,65,71,1666,Poland,BK Häcken
6390,M. Ramos,29,65,65,1667,Portugal,AJ Auxerre
6392,G. Lacombe,30,65,65,1681,France,Clermont Foot 63
6393,O. Norwood,21,65,73,1763,Northern Ireland,Huddersfield Town
6395,R. Caceres,24,65,68,1611,France,AC Arles Avignon
6396,A. Gallardo,24,65,65,1029,Mexico,Club Atlas
6397,J. Díaz de León,28,65,68,1022,Mexico,Tigres U.A.N.L.
6398,R. Golobart,20,65,75,1344,Spain,Wigan Athletic
6399,Cidinho,19,65,77,1667,Brazil,Botafogo
6400,Alvaro Rey,22,65,71,1605,Spain,Toronto FC
6401,N. Welbeck,17,65,79,1782,Ghana,Brescia
6402,L. Nyatanga,23,65,67,1529,Wales,Bristol City
6403,Moises Hurtado,31,65,65,1550,Spain,Girona FC
6404,R. Zwinkels,29,65,65,1083,Netherlands,ADO Den Haag
6405,R. Zwinkels,29,65,65,1083,Netherlands,ADO Den Haag
6406,Jorginho,24,65,69,1661,Portugal,Vitória de Setúbal
6407,K. Laribi,21,65,75,1746,Tunisia,Sassuolo
6408,S. Sène,25,65,68,1596,France,New England Revolution
6409,I. Kutepov,18,65,80,1455,Russia,Spartak Moscow
6410,A. Wenger,21,65,70,1826,United States,Montreal Impact
6411,S. Dawson,26,65,70,1779,Republic of Ireland,Barnsley
6412,F. Rossi,21,65,78,1778,Italy,Brescia
6413,T. Achenbach,29,65,65,1867,Germany,SV Sandhausen
6414,K. Larsen,21,65,69,1607,Norway,SK Brann
6415,Erick,24,65,69,1716,Brazil,FC Dallas
6416,Yuri Mamute,17,65,81,1596,Brazil,Grêmio
6417,E. Hooi,20,65,73,1616,Curacao,NAC Breda
6418,L. Delorge,32,65,65,1731,Belgium,Roda JC Kerkrade
6419,M. Masango,22,65,75,1620,South Africa,Kaizer Chiefs
6420,J. Riley,20,65,80,1675,England,Bolton Wanderers
6421,D. Tibéri,26,65,69,1676,France,AC Ajaccio
6422,H. Akpan,20,65,75,1736,Nigeria,Reading
6423,A. Messaoud,21,65,72,1655,Morocco,AZ Alkmaar
6424,G. Leadbitter,26,65,67,1874,England,Middlesbrough
6425,S. Marinos,24,65,73,1750,Greece,Panathinaikos FC
6426,D. Mori,23,65,70,1422,Israel,Vitesse
6427,E. Kachunga,20,65,73,1546,Germany,SC Paderborn 07
6428,S. Armstrong,20,65,76,1784,Scotland,Dundee United
6429,J. Aït Ben Idir,28,65,68,1753,France,CS Sedan Ardennes
6430,A. Jacobson,26,65,66,1789,United States,FC Dallas
6431,Fidelis,23,65,68,1580,Brazil,Clube Sport Marítimo
6432,L. Gil,18,65,79,1721,United States,Real Salt Lake
6433,E. Reijnen,25,65,67,1469,Netherlands,AZ Alkmaar
6434,A. Filtsov,22,65,71,1078,Russia,FC Krasnodar
6435,C. Dobnik,25,65,69,1039,Austria,Wolfsberger AC
6436,João Paulo,24,65,68,1617,Brazil,Daejeon Citizen
6437,O. Ademi,20,65,72,1462,Switzerland,Eintracht Braunschweig
6438,A. Rooney,24,65,73,1614,Republic of Ireland,Swindon Town
6439,N. Pedroso,27,65,67,1800,Portugal,Vitória de Setúbal
6440,J. Tinhan,23,65,73,1620,France,AC Arles Avignon
6441,J. Andersson,28,65,65,1736,Sweden,Lillestrøm SK
6442,J. Mosquera,24,65,71,1614,Colombia,FC Energie Cottbus
6443,M. Pischorn,26,65,68,1463,Germany,SV Sandhausen
6444,W. Thomas,25,65,69,1553,England,Birmingham City
6445,T. Bertels,25,65,68,1757,Germany,SC Paderborn 07
6446,T. Kane,18,65,74,1614,England,Blackburn Rovers
6447,A. Muri,31,65,65,1520,Norway,Vålerenga Fotball
6448,A. Paolucci,25,65,70,1780,Italy,Cittadella
6449,T. Feisthammel,24,65,68,1556,Germany,SC Paderborn 07
6450,Park Hyun Bum,25,65,69,1743,Korea Republic,Suwon Samsung Bluewings
6451,K. Bergström,38,65,65,1713,Sweden,Åtvidabergs FF
6452,M. Rasmussen,27,65,65,1533,Denmark,FC Midtjylland
6454,A. Kwiek,29,65,65,1863,Poland,Górnik Zabrze
6455,I. Villaseñor,29,65,67,1121,Mexico,Jaguares de Chiapas
6456,Aquino,21,65,71,1618,Spain,Atlético Madrid
6457,K. Kusk,20,65,75,1696,Denmark,Aalborg BK
6458,C. Kerbrat,25,65,66,1601,France,En Avant de Guingamp
6459,U. Radakovic,18,65,72,1499,Serbia,Bologna
6460,F. Cosenza,26,65,70,1487,Italy,Grosseto
6461,M. Oussalah,30,65,65,1887,Belgium,KV Kortrijk
6462,T. Guarch,20,65,75,1652,Mexico,Tigres U.A.N.L.
6463,M. Deplagne,20,65,73,1627,France,Montpellier HSC
6464,N. Djordjević,32,65,65,1700,Serbia,Kalmar FF
6465,J. Arca,31,65,65,1793,Argentina,Middlesbrough
6466,J. Arca,31,65,65,1793,Argentina,Middlesbrough
6467,J. McNulty,27,65,66,1638,Scotland,Barnsley
6468,P. Vidanov,23,65,67,1679,Bulgaria,Zagłębie Lubin
6469,M. Dudić,32,65,65,1480,Serbia,SK Sturm Graz
6470,Lima,20,65,73,1811,Brazil,Botafogo
6471,Rodriguinho,29,65,65,1746,Brazil,Jeju United FC
6472,R. Wallner,30,65,65,1789,Austria,FC Wacker Innsbruck
6473,G. Corral,21,65,69,1794,Mexico,Jaguares de Chiapas
6474,G. Rizzo,21,65,78,1814,Italy,Pescara
6475,T. Dunivant,31,65,65,1780,United States,LA Galaxy
6476,Alex,23,65,67,1703,Brazil,Chicago Fire
6477,Raúl Bravo,31,65,65,1678,Spain,Beerschot AC
6478,C. Wingert,30,65,65,1758,United States,Real Salt Lake
6479,Kim Hyung Il,28,65,69,1554,Korea Republic,Sangju Sangmu FC
6480,V. Rykov,24,65,73,1391,Russia,Dinamo Moscow
6481,S. Elliott,28,65,65,1690,Republic of Ireland,Coventry City
6482,Y. Adnane,26,65,65,1577,France,Évian Thonon Gaillard FC
6483,F. Sembolo,26,65,65,1553,Congo, SSV Jahn Regensburg
6484,N. Høgh,28,65,66,1513,Denmark,Vålerenga Fotball
6485,Briguel,33,65,65,1694,Portugal,Clube Sport Marítimo
6486,A. Sutchuin-Djoum,23,65,69,1756,Cameroon,Roda JC Kerkrade
6487,J. Mensah,21,65,76,1497,Ghana,Évian Thonon Gaillard FC
6488,J. Griffiths,32,65,65,1732,Australia,Sydney FC
6489,M. Koenders,25,65,65,1647,Netherlands,Heracles Almelo
6490,Montoro,24,65,72,1692,Spain,RC Recreativo de Huelva
6491,H. Forrester,21,65,70,1678,England,Brentford
6492,N. Vossebelt,20,65,70,1717,Netherlands,Willem II
6493,Ricardo Silva,36,65,65,1385,Portugal,Vitória de Setúbal
6494,M. Elneny,19,65,76,1803,Egypt,FC Basel 1893
6495,F. Lejeune,21,65,77,1576,France,Stade Brestois 29
6496,Chula,22,65,72,1582,Portugal,Moreirense FC
6497,M. Couturier,30,65,65,1399,France,Angers SCO
6498,M. Zganiacz,28,65,66,1756,Poland,Piast Gliwice
6499,J. Liébus,33,65,65,1118,France,Stade de Reims
6500,G. Kongshavn,21,65,74,969,Norway,Vålerenga Fotball
6501,Pedro Moreira,28,65,65,1730,Portugal,SC Beira Mar
6502,D. Sinigaglia,30,65,65,1592,Italy,Ternana
6503,J. Storbæk,33,65,65,1817,Norway,Strømsgodset IF
6504,Jackson,22,65,71,1757,Brazil,Coritiba
6505,R. Kolendowicz,31,65,65,1658,Poland,Pogoń Szczecin
6506,A. López,23,65,69,1609,Mexico,Club América
6507,J. Reimerink,22,65,70,1614,Netherlands,VVV-Venlo
6508,Victor Armero,21,65,71,1637,Spain,RCD Espanyol
6509,T. Sørum,29,65,65,1572,Norway,Strømsgodset IF
6510,M. Holgersson,27,65,66,1487,Sweden,New York Red Bulls
6511,O. Chávez,27,65,66,1437,Honduras,Wisła Kraków
6512,D. Arslanagic,19,65,74,1441,Belgium,Standard de Liège
6513,M. Campos,23,65,74,1794,Chile,Udinese
6514,E. Forsberg,20,65,74,1633,Sweden,Malmö FF
6515,J. Gol,26,65,72,1790,Poland,Legia Warszawa
6516,D. Léon,19,65,69,1157,France,AJ Auxerre
6517,D. Murphy,29,65,65,1692,Republic of Ireland,Ipswich Town
6518,G. Pezzella,21,65,74,1487,Argentina,River Plate
6520,A. Achahbar,18,65,76,1694,Netherlands,Feyenoord
6521,A. Ramzi,34,65,65,1716,Morocco,Roda JC Kerkrade
6522,M. Schimpelsberger,21,65,73,1758,Austria,SK Rapid Wien
6523,R. Quaison,18,65,76,1751,Sweden,AIK
6524,M. Paterson,25,65,65,1647,Northern Ireland,Burnley
6525,Ednei,26,65,65,1833,Brazil,Internacional
6526,N. Grabavoy,28,65,65,1788,United States,Real Salt Lake
6527,N. Grabavoy,28,65,65,1788,United States,Real Salt Lake
6528,A. Álvarez,35,65,65,1195,Mexico,Puebla FC
6529,Ederson,26,65,66,1726,Brazil,Sporting de Charleroi
6530,C. Gytkjær,22,65,68,1608,Denmark,FK Haugesund
6531,Mongil,19,65,71,1612,Spain,Atlético Madrid
6532,Shin Kwang Hoon,25,65,67,1787,Korea Republic,Pohang Steelers
6533,D. Polenta,20,65,72,1543,Uruguay,Bari
6534,H. Bukva,24,65,69,1642,Austria,SK Sturm Graz
6535,Yun Young Sun,23,65,71,1613,Korea Republic,Seongnam FC
6536,D. Kruglov,28,65,65,1776,Estonia,FC Rostov
6537,N. Farina,25,65,67,1688,France,FC Energie Cottbus
6538,J. Broerse,33,65,65,1656,Netherlands,PEC Zwolle
6539,S. Nkosi,30,65,65,1688,South Africa,Kaizer Chiefs
6540,R. Brittain,28,65,65,1818,Scotland,Ross County FC
6541,A. Zito,26,65,70,1793,Italy,Castellammare di Stabia
6542,A. Almici,19,65,75,1639,Italy,SS Virtus Lanciano
6543,L. Aued,25,65,73,1552,Argentina,Racing Club
6544,A. Fomitschow,21,65,73,1825,Germany,FC Energie Cottbus
6545,Pintassilgo,27,65,66,1731,Portugal,Moreirense FC
6546,M. Brown,35,65,65,1748,England,Leeds United
6547,P. Mandanda,22,65,69,1144,DR Congo,Sporting de Charleroi
6548,B. Mohsni,24,65,67,1654,Tunisia,Southend United
6549,G. Dicker,25,65,68,1690,Republic of Ireland,Brighton & Hove Albion
6550,P. Grünwald,29,65,66,1069,Austria,FK Austria Wien
6551,L. Baal,26,65,69,1808,France,Racing Club de Lens
6552,H. Vučkić,19,65,79,1635,Slovenia,Newcastle United
6553,C. Dibon,21,65,74,1509,Austria,FC Red Bull Salzburg
6554,M. Pérez Guedes,20,65,72,1720,Argentina,Racing Club
6555,J. Burns,34,65,65,1700,Australia,Perth Glory
6556,E. Rashani,19,65,74,1561,Norway,Odds BK
6557,T. Gilissen,30,65,65,1741,Netherlands,NAC Breda
6558,M. Biliškov,36,65,65,1464,Croatia,FC Ingolstadt 04
6559,João Vilela,26,65,71,1807,Portugal,Gil Vicente FC
6560,Seoane,29,65,65,1608,Spain,CD Lugo
6561,A. Cocco,26,65,70,1653,Italy,Hellas Verona
6562,M. Sissoko,23,65,70,1404,France,Kilmarnock
6563,M. Vatsadze,23,65,69,1493,Georgia,Aarhus GF
6564,H. Bouazza,27,65,70,1736,Algeria,Racing Santander
6565,I. Sekagya,31,65,65,1631,Uganda,New York Red Bulls
6566,M. Taylor,32,65,65,1287,England,Sheffield Wednesday
6567,Bruno Miguel,29,65,66,1420,Portugal,Estoril Praia
6568,C. Ankergren,32,65,65,1224,Denmark,Brighton & Hove Albion
6569,M. Flores,26,65,67,1635,Argentina,Melbourne Victory
6570,D. Lewington,28,65,65,1674,England,Milton Keynes Dons
6571,M. Höcher,27,65,65,1689,Netherlands,Willem II
6572,Del Pino,31,65,65,1727,Spain,CD Numancia
6573,J. King,20,65,74,1649,Norway,Blackburn Rovers
6574,M. Dąbrowski,25,65,66,1502,Poland,Pogoń Szczecin
6575,Javi Jiménez,25,65,71,1115,Spain,Real Murcia Club de Fútbol
6576,F. Signorino,30,65,65,1725,France,Stade de Reims
6577,F. Al Muwallad,17,65,75,1714,Saudi Arabia,Al Ittihad
6578,G. Comotto,33,65,65,1748,Italy,Cesena
6579,T. Kalachev,31,65,65,1720,Belarus,FC Rostov
6580,C. Wilk,26,65,72,1835,Poland,Wisła Kraków
6581,D. Arnaud,32,65,65,1869,United States,Montreal Impact
6582,C. Dorda,23,65,67,1647,Germany,Heracles Almelo
6583,A. Aréola,19,65,78,1169,France,Paris Saint-Germain
6584,Cleyton,22,65,73,1816,Brazil,Associação Académica de Coimbra
6585,João Cancelo,18,65,83,1772,Portugal,SL Benfica
6586,B. Sævarsson,27,65,66,1734,Iceland,SK Brann
6587,M. Carayol,23,65,68,1565,Gambia,Middlesbrough
6588,M. Carayol,23,65,68,1565,Gambia,Middlesbrough
6589,B. Bereszyński,19,65,69,1831,Poland,Legia Warszawa
6590,Choi Won Kwon,30,65,65,1804,Korea Republic,Daegu FC
6591,K. Nagai,23,65,73,1723,Japan,Standard de Liège
6592,M. Monteyne,27,65,65,1722,Belgium,Roda JC Kerkrade
6593,T. Mikulic,30,65,65,1665,Croatia,Oud-Heverlee Leuven
6595,J. Ligali,21,65,78,975,France,Montpellier HSC
6596,I. Najah,21,65,71,1741,Morocco,RKC Waalwijk
6597,B. Mendy,17,65,79,1540,France,Le Havre AC
6598,A. Olvera,26,65,68,1698,Mexico,Monarcas Morelia
6599,N. Kilkenny,26,65,69,1783,Australia,Bristol City
6600,J. Mapp,27,65,65,1666,United States,Montreal Impact
6601,D. Marčeta,23,65,70,1633,Slovenia,SS Virtus Lanciano
6602,J. Rose,30,65,65,1776,Australia,Central Coast Mariners
6603,N. Hasselbaink,21,65,70,1715,Netherlands,St. Johnstone FC
6604,F. Holland,21,65,69,1662,Germany,Hertha BSC
6605,J. Pierazzi,27,65,70,1723,France,AC Ajaccio
6606,D. Quiroz,29,65,65,1639,Ecuador,Atlante
6607,Rafaël Dias,21,65,77,1784,Portugal,FC Sochaux-Montbéliard
6608,R. Falk Jensen,20,65,72,1682,Denmark,Odense Boldklub
6609,M. Pollitt,40,65,65,1180,England,Wigan Athletic
6612,A. Rabiot,17,65,83,1693,France,Toulouse Football Club
6613,A. Cristea,28,65,65,1723,Romania,Standard de Liège
6615,M. Kerzhakov,25,65,72,1095,Russia,Volga Nizhny Novgorod
6616,T. Robinson,23,65,71,1636,Jamaica,Huddersfield Town
6617,A. Paganoni,23,65,72,1766,Mexico,Club Atlas
6618,E. Hanstveit,31,65,65,1705,Norway,Helsingborgs IF
6619,F. Kristensen,35,65,65,1546,Denmark,FC Midtjylland
6620,A. Fidler,28,65,65,1719,Russia,Kuban Krasnodar
6621,H. Norbye,25,65,65,1740,Norway,Tromsø IL
6622,D. Cruz,31,65,65,1578,Colombia,Waasland-Beveren
6623,M. Hernández,29,65,67,1007,Mexico,Club León
6624,T. Lisowski,27,65,69,1771,Poland,Korona Kielce
6625,Gaztañaga,21,65,73,1537,Spain,Real Sociedad
6626,R. Hall,18,65,76,1626,England,Bolton Wanderers
6627,A. Rea,30,65,65,1442,Italy,Varese
6628,D. Perrinelle,28,65,66,1490,France,Clermont Foot 63
6629,S. Salinas,26,65,66,1727,United States,San Jose Earthquakes
6630,Amoreirinha,27,65,68,1642,Portugal,Vitória de Setúbal
6632,P. Caddis,24,65,71,1848,Scotland,Swindon Town
6633,R. Johnson,24,65,70,1709,Benin,Sheffield Wednesday
6634,S. Makienok,21,65,74,1547,Denmark,Brøndby IF
6635,W. Bruin,22,65,74,1664,United States,Houston Dynamo
6636,S. Dallamano,28,65,65,1733,Italy,Cesena
6637,Javito,28,65,65,1686,Spain,Hércules CF
6638,G. Castillion,21,65,72,1470,Netherlands,Heracles Almelo
6639,M. Lorentzson,27,65,65,1714,Sweden,AIK
6640,J. Orlov,26,65,67,1588,Sweden,Gefle IF
6641,D. Corti,32,65,65,1806,Italy,Varese
6642,D. Morales,25,65,67,1642,Argentina,Clube Náutico Capibaribe
6644,Olberdam,27,65,70,1798,Brazil,Clube Sport Marítimo
6645,M. Milligan,26,65,68,1776,Australia,Melbourne Victory
6646,C. Ciano,22,65,71,1681,Italy,Crotone
6647,Guilherme Biteco,18,65,77,1670,Brazil,Grêmio
6648,S. Olajengbesi,31,65,65,1427,Nigeria,SV Sandhausen
6649,S. Olajengbesi,31,65,65,1427,Nigeria,SV Sandhausen
6650,A. Lupoli,25,65,68,1642,Italy,Grosseto
6651,C. Dielna,24,65,73,1695,France,CS Sedan Ardennes
6652,Palanca,24,65,71,1719,Spain,Elche CF
6653,M. Vidal,21,65,68,1085,France,Toulouse Football Club
6654,D. Koppers,20,65,72,1708,Netherlands,ADO Den Haag
6655,T. Al Dosari,23,65,66,1654,Saudi Arabia,Al Shabab
6656,S. Gleeson,23,65,68,1813,Republic of Ireland,Milton Keynes Dons
6657,G. Valsvik,19,65,75,1493,Norway,Sogndal Fotball
6658,M. Dos Santos,22,65,68,1574,Argentina,Real Murcia Club de Fútbol
6660,Samir,17,65,76,1404,Brazil,Flamengo
6661,M. Exslager,21,65,69,1708,Germany,MSV Duisburg
6662,Gláuber,28,65,68,1535,Brazil,Columbus Crew SC
6663,L. Ceccarelli,29,65,65,1562,Italy,Hellas Verona
6664,M. Thorbjörnsson,24,65,68,1387,Sweden,Kalmar FF
6665,Sandrinho,20,65,80,1625,Brazil,Sport Club do Recife
6666,M. Béda,30,65,65,1515,France,FC Zürich
6667,L. Esqueda,31,65,65,1768,Mexico,Jaguares de Chiapas
6668,S. Gancarczyk,30,65,65,1809,Poland,Górnik Zabrze
6669,A. Ngamukol,24,65,70,1519,France,Grasshopper Club Zürich
6670,L. Miller,31,65,65,1769,Republic of Ireland,Perth Glory
6671,R. Zillner,26,65,68,1665,Germany,SpVgg Greuther Fürth
6672,Y. Corona,24,65,70,1745,Mexico,San Luis
6673,A. Ghomsi,26,65,68,1794,Cameroon,KV Mechelen
6674,T. Perthel,23,65,69,1851,Germany,MSV Duisburg
6675,U. Ukah,28,65,65,1412,Nigeria,Jagiellonia Białystok
6676,D. Stenderup,23,65,73,1508,Denmark,Brøndby IF
6677,P. Tripoli,25,65,70,1567,Italy,Varese
6678,A. Egholm,29,65,65,1403,Denmark,Randers FC
6679,K. Al Mor,29,65,65,1612,Saudi Arabia,Al Ahli
6680,K. Al-Rashidi,25,65,70,1473,Kuwait,Nottingham Forest
6681,S. Santana,32,65,65,1725,Mexico,Monarcas Morelia
6682,C. Spycher,34,65,65,1735,Switzerland,BSC Young Boys
6683,N. Montgomery,30,65,65,1692,Scotland,Central Coast Mariners
6684,L. DeVere,22,65,72,1525,Australia,Gyeongnam FC
6685,T. Heubach,24,65,66,1374,Germany,FSV Frankfurt
6686,A. Maire,33,65,65,1469,France,AC Ajaccio
6687,C. Belghazouani,25,65,65,1640,Morocco,AC Ajaccio
6688,N. Ravaglia,23,65,70,916,Italy,Cesena
6689,K. Saláta,27,65,70,1442,Slovakia,FC Rostov
6690,M. Ritzmaier,19,65,77,1767,Austria,PSV
6691,I. Lendrić,20,65,69,1553,Croatia,SV Zulte-Waregem
6692,Arthur,20,65,77,1510,Brazil,Coritiba
6693,M. Halsti,28,65,66,1748,Finland,Malmö FF
6694,J. Hartock,25,65,70,1055,France,Stade Brestois 29
6695,Makelele,27,65,68,1860,Brazil,Associação Académica de Coimbra
6696,K. Babacar,19,65,75,1647,Senegal,Padova
6697,Gilberto,19,65,75,1613,Brazil,Botafogo
6698,R. Farssi,27,65,65,1812,Morocco,Waasland-Beveren
6699,P. Madden,22,65,69,1597,Republic of Ireland,Yeovil Town
6700,S. Sinovic,25,65,66,1686,United States,Sporting Kansas City
6701,Alison,19,65,76,1717,Brazil,Santos
6702,A. Diop,18,65,80,1566,Senegal,Torino
6703,T. McMahon,26,65,68,1731,England,Sheffield United
6704,M. Ojala,24,65,69,1606,Finland,BK Häcken
6705,E. Doyle,24,65,68,1618,Republic of Ireland,Hibernian
6706,E. Nadarevic,24,65,69,1680,Bosnia Herzegovina,Genoa
6707,Echaide,24,65,69,1573,Spain,SD Huesca
6708,R. Bouaouzan,28,65,65,1594,Netherlands,Helsingborgs IF
6709,S. Anderson,26,65,69,1420,Scotland,St. Johnstone FC
